Species,Authority,Family,Species_OtherName,Symmetry,Symmetry.note,Symmetry.reference,Symmetry.Sauquet,Symmetry.Reyes,Symmetry.Kalisz,Species.Sauquet.Original,Reference.Sauquet,Species.Reyes.Original,Ref.Reyes,Species.Kalisz.Original,Ref.Kalisz,Cleistogamy,Type.Cleistogamy,Reference.Cleistogamy,Comments.Cleistogamy,SCindex,AutofertilityIndex
Pyrrhopappus_carolinianus,,Compositae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Pyrrhopappus carolinianus,2,0,,,,,
Pyrrhopappus_pauciflorus,,Compositae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Pyrrhopappus geiseri,2,0,,,,,
Qualea_grandiflora,,Vochysiaceae,,Zygo,,"Sauquet et al., 2017; Reyes et al. 2016; ",Zygo,Zygo,,Qualea grandiflora,"Sauquet et al., 2017",Qualea grandiflora,Reyes et al. 2016,,,0,,,,,
Quillaja_saponaria,,Quillajaceae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; ",Act,Act,,Quillaja saponaria,"Sauquet et al., 2017",Quillaja saponaria,Reyes et al. 2016,,,0,,,,,
Quintinia_verdonii,,Paracryphiaceae,,Act,,"Sauquet et al., 2017; ",Act,,,Quintinia verdonii,"Sauquet et al., 2017",,,,,0,,,,,
Rafflesia_arnoldii,,Rafflesiaceae,,Act,,Reyes et al. 2016; ,,Act,,,,Rafflesia arnoldii,Reyes et al. 2016,,,0,,,,,
Ranunculus_acris,,Ranunculaceae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; ",Act,Act,,Ranunculus acris,"Sauquet et al., 2017",Ranunculus acris,Reyes et al. 2016,,,0,,,,,
Rapatea_paludosa,,Rapateaceae,,Act,,Reyes et al. 2016; ,,Act,,,,Rapatea paludosa,Reyes et al. 2016,,,0,,,,,
Raukaua_edgerleyi,,Araliaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Panax edgerleyi,2,0,,,,,
Raukaua_simplex,,Araliaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Panax simplex,2,0,,,,,
Ravenala_madagascariensis,,Strelitziaceae,,Zygo,,"Sauquet et al., 2017; Reyes et al. 2016; ",Zygo,Zygo,,Ravenala madagascariensis,"Sauquet et al., 2017",Ravenala madagascariensis,Reyes et al. 2016,,,0,,,,,
Razisea_spicata,,Acanthaceae,,Zygo,,"Kalisz et al., 2006",,,Zygo,,,,,Razisea spicata,1,0,,,,,
Reinwardtia_indica,,Linaceae,,Act,,"Sauquet et al., 2017; ",Act,,,Reinwardtia indica,"Sauquet et al., 2017",,,,,0,,,,,
Rhabdodendron_amazonicum,,Rhabdodendraceae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; ",Act,Act,,Rhabdodendron amazonicum,"Sauquet et al., 2017",Rhabdodendron amazonicum,Reyes et al. 2016,,,0,,,,,
Rhamnus_cathartica,,Rhamnaceae,,Act,,"Sauquet et al., 2017; ",Act,,,Rhamnus cathartica,"Sauquet et al., 2017",,,,,0,,,,,
Rhinacanthus_nasutus,,Acanthaceae,,Zygo,,"Kalisz et al., 2006",,,Zygo,,,,,Rhinacanthus communis,1,0,,,,,
Rhinacanthus_oblongus,,Acanthaceae,,Zygo,,"Kalisz et al., 2006",,,Zygo,,,,,Rhinacanthus oblongus,1,0,,,,,
Rhinanthus_serotinus,,Orobanchaceae,Rhinanthus major (Kew),Zygo,,"Kalisz et al., 2006",,,Zygo,,,,,Rhinanthus angustifolius,1,0,,,,,
Rhipogonum_elseyanum,,Rhipogonaceae,Ripogonum elseyanum (Kew),Act,,Reyes et al. 2016; ,,Act,,,,Rhipogonum elseyanum,Reyes et al. 2016,,,0,,,,,
Rhizophora_stylosa,,Rhizophoraceae,,Act,,"Sauquet et al., 2017; ",Act,,,Rhizophora stylosa,"Sauquet et al., 2017",,,,,0,,,,,
Rhodamnia_dumetorum,,Myrtaceae,,Act,,Reyes et al. 2016; ,,Act,,,,Rhodamnia dumetorum,Reyes et al. 2016,,,0,,,,,
Rhodochiton_atrosanguineum,,Plantaginaceae,Rhodochiton atrosanguineus (Kew),Zygo,,"Kalisz et al., 2006",,,Zygo,,,,,Lophospermum atrosanguineum,1,0,,,,,
Rhododendron_canadense,,Ericaceae,,Zygo,,"Kalisz et al., 2006",,,Zygo,,,,,Rhododendron canadense,1,0,,,,1,0.654363236
Rhododendron_ferrugineum,,Ericaceae,,Zygo,,"Kalisz et al., 2006",,,Zygo,,,,,Rhododendron ferrugineum,1,0,,,,,
Rhododendron_hippophaeoides,,Ericaceae,,Zygo,,"Sauquet et al., 2017; Reyes et al. 2016; ",Zygo,Zygo,,Rhododendron hippophaeoides,"Sauquet et al., 2017",Rhododendron hippophaeoides,Reyes et al. 2016,,,0,,,,,
Rhododendron_hirsutum,,Ericaceae,,Zygo,,"Kalisz et al., 2006",,,Zygo,,,,,Rhododendron hirsutum,1,0,,,,,
Rhododendron_lapponicum,,Ericaceae,,Zygo,,"Kalisz et al., 2006",,,Zygo,,,,,Rhododendron lapponicum,1,0,,,,,
Rhododendron_latifolium,,Ericaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Rhododendron latifolium,1,0,,,,,
Rhododendron_macgregoriae,,Ericaceae,,Zygo,,"Kalisz et al., 2006",,,Zygo,,,,,Rhododendron macgregori,1,0,,,,,
Rhododendron_periclymenoides,,Ericaceae,,Zygo,,"Kalisz et al., 2006",,,Zygo,,,,,Rhododendron periclymenoides,1,0,,,,,
Rhododendron_quadrasianum,,Ericaceae,,Zygo,,"Kalisz et al., 2006",,,Zygo,,,,,Rhododendron quadrasianum,1,0,,,,,
Rhododendron_retusum,,Ericaceae,,Zygo,,"Kalisz et al., 2006",,,Zygo,,,,,Rhododendron retusum,1,0,,,,,
Rhodohypoxis_milloides,,Hypoxidaceae,,Act,,"Sauquet et al., 2017; ",Act,,,Rhodohypoxis milloides,"Sauquet et al., 2017",,,,,0,,,,,
Rhodoleia_championii,,Hamamelidaceae,,Zygo,,"Sauquet et al., 2017; Reyes et al. 2016; ",Zygo,Zygo,,Rhodoleia championii,"Sauquet et al., 2017",Rhodoleia championii,Reyes et al. 2016,,,0,,,,,
Rhodothamnus_chamaecistus,,Ericaceae,,Zygo,,"Kalisz et al., 2006",,,Zygo,,,,,Rhododendron chamaecistus,1,0,,,,,
Rhopalocarpus_lucidus,,Sphaerosepalaceae,,Act,,Reyes et al. 2016; ,,Act,,,,Rhopalocarpus lucidus,Reyes et al. 2016,,,0,,,,,
Rhynchoglossum_notonianum,,Gesneriaceae,,Zygo,,"Sauquet et al., 2017; Reyes et al. 2016; ",Zygo,Zygo,,Rhynchoglossum notonianum,"Sauquet et al., 2017",Rhynchoglossum notonianum,Reyes et al. 2016,,,0,,,,,
Rhynchosia_cytisoides,,Leguminosae,,Zygo,, https://www.inaturalist.org/taxa/167834-Rhynchosia-cytisoides,,,,,,,,,,1,dimorphic,McKee & Hyland 1941,From Lord 1981; (syn. Lespedeza cystoides),,
Ribes_aureum,,Grossulariaceae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; ",Act,Act,,Ribes aureum,"Sauquet et al., 2017",Ribes aureum,Reyes et al. 2016,,,0,,,,,
Richterago_amplexifolia,,Compositae,,Act,,Reyes et al. 2016; ,,Act,,,,Richterago amplexifolia,Reyes et al. 2016,,,0,,,,,
Richterago_angustifolia,,Compositae,,Act,,Reyes et al. 2016; ,,Zygo,,,,Richterago angustifolia,Reyes et al. 2016,,,0,,,,,
Ricinus_communis,,Euphorbiaceae,,Act,Act,"Sauquet et al., 2017; Reyes et al. 2016; ",Act,Act,,Ricinus communis,"Sauquet et al., 2017",Ricinus communis,Reyes et al. 2016,,,0,,,,,
Rinorea_pubiflora,,Violaceae,,Zygo,Zygo,"Sauquet et al., 2017; Reyes et al. 2016; ",Zygo,Zygo,,Rinorea pubiflora,"Sauquet et al., 2017",Rinorea pubiflora,Reyes et al. 2016,,,0,,,,,
Rivina_humilis,,Phytolaccaceae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; ",Act,Act,,Rivina humilis,"Sauquet et al., 2017",Rivina humilis,Reyes et al. 2016,,,0,,,,,
Roridula_gorgonias,,Roridulaceae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; ",Act,Act,,Roridula gorgonias,"Sauquet et al., 2017",Roridula gorgonias,Reyes et al. 2016,,,0,,,,0.997388144,0.785032932
Rosmarinus_officinalis,,Lamiaceae,,Zygo,,"Kalisz et al., 2006",,,Zygo,,,,,Rosmarinus officinalis,1,0,,,,,
Roupala_montana,,Proteaceae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; ",Act,Act,,Roupala montana,"Sauquet et al., 2017",Roupala montana,Reyes et al. 2016,,,0,,,,,
Rourea_minor,,Connaraceae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; ",Act,Act,,Rourea minor,"Sauquet et al., 2017",Rourea minor,Reyes et al. 2016,,,0,,,,,
Roussea_simplex,,Rousseaceae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; ",Act,Act,,Roussea simplex,"Sauquet et al., 2017",Roussea simplex,Reyes et al. 2016,,,0,,,,,
Ruellia_brevifolia,,Acanthaceae,,Zygo,, http://www.tropicos.org/Name/103075?tab=images,,,,,,,,,,1,dimorphic,Sigrist & Sazima 2002,,,
Ruellia_caroliniensis,,Acanthaceae,,Zygo,, https://plants.usda.gov/core/profile?symbol=RUCA4#,,,,,,,,,,1,dimorphic,"Long 1971, Long & Uttal 1962",From Lord 1981,,
Ruellia_ciliatiflora,,Acanthaceae,,Zygo,,pers os http://www.tropicos.org/Name/102935?tab=images,,,,,,,,,,1,dimorphic,Sell 1977,From Lord 1981,,
Ruellia_humilis,,Acanthaceae,,Zygo,, https://plants.usda.gov/core/profile?symbol=RUHU,,,,,,,,,,1,dimorphic,Long & Uttal 1962,From Lord 1981,,
Ruellia_nudiflora,,Acanthaceae,,Zygo,, http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:224214-2#distribution-map,,,,,,,,,,1,dimorphic,Long 1977,From Lord 1981,,
Ruellia_pedunculata,,Acanthaceae,,Zygo,, https://plants.usda.gov/core/profile?symbol=RUPE4#,,,,,,,,,,1,dimorphic,Long & Uttal 1962,From Lord 1981,,
Ruellia_simplex,,Acanthaceae,,Zygo,," http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:54585-1#distribution-map, https://www.inaturalist.org/taxa/126633-Ruellia-simplex",,,,,,,,,,1,dimorphic,"Long 1977, Long & Uttal 1962",From Lord 1981,,
Ruellia_strepens,,Acanthaceae,,Zygo,, https://www.illinoiswildflowers.info/woodland/plants/sm_petunia.htm ; http://www.kansasnativeplants.com/guide/plant_detail.php?plnt_id=541 ; https://www.inaturalist.org/observations/17836090,,,,,,,,,,1,dimorphic,Long & Uttal 1962,From Lord 1981,,
Ruellia_tuberosa,,Acanthaceae,,Zygo,,https://www.inaturalist.org/observations/20190728 ; https://fr.wikipedia.org/wiki/Ruellia_tuberosa,,,,,,,,,,1,dimorphic,Long 1977,From Lord 1981,,
Ruptiliocarpon_caracolito,,Lepidobotryaceae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; ",Act,Act,,Ruptiliocarpon caracolito,"Sauquet et al., 2017",Ruptiliocarpon caracolito,Reyes et al. 2016,,,0,,,,,
Ryssopterys_timoriensis,,Malpighiaceae,Stigmaphyllon timoriense (Kew),Act,,Reyes et al. 2016; ,,Act,,,,Ryssopterys timoriensis,Reyes et al. 2016,,,0,,,,,
Sabatia_angularis,,Gentianaceae,,Act,Family description,"Kalisz et al., 2006",,,Act,,,,,Sabatia angularis,2,0,,,,,
Sabia_swinhoei,,Sabiaceae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; ",Act,Act,,Sabia swinhoei,"Sauquet et al., 2017",Sabia swinhoei,Reyes et al. 2016,,,0,,,,,
Sacoglottis_amazonica,,Humiriaceae,,Act,,"Sauquet et al., 2017; ",Act,,,Sacoglottis amazonica,"Sauquet et al., 2017",,,,,0,,,,,
Sairocarpus_pusillus,,Plantaginaceae,Sairocarpus nuttallianus (Kew),Zygo,, https://www.inaturalist.org/observations/13192644,,,,,,,,,,1,dimorphic,Brandegee 1900,From Lord 1981; (syn. Antirrhinum subsessile),,
Sairocarpus_watsonii,,Plantaginaceae,,Zygo,, https://www.inaturalist.org/taxa/168310-Sairocarpus-watsonii,,,,,,,,,,1,dimorphic,Brandegee 1900,From Lord 1981; (syn. Antirrhinum watsonii),,
Salpiglossis_sinuata,,Solanaceae,,Zygo,,http://www.mobot.org/MOBOT/Research/APweb/orders/solanalesweb.htm#Solanaceae et pers obs https://www.inaturalist.org/taxa/204406-Salpiglossis-sinuata  et https://media.springernature.com/original/springer-static/image/chp%3A10.1007%2F978-3-319-28534-4_29/MediaObjects/79747_1_En_29_Fig7_HTML.gif,,,,,,,,,,1,dimorphic,"Lee et al. 1976, 1979",From Lord 1981,,
Salvadora_persica,,Salvadoraceae,,Act,,Reyes et al. 2016; ,,Act,,,,Salvadora persica,Reyes et al. 2016,,,0,,,,,
Salvia_aethiopis,,Lamiaceae,,Zygo,,"Kalisz et al., 2006",,,Zygo,,,,,Salvia aethiopis,1,0,,,,,
Salvia_apiana,,Lamiaceae,,Zygo,,"Kalisz et al., 2006",,,Zygo,,,,,Salvia apiana,1,0,,,,,
Salvia_argentea,,Lamiaceae,,Zygo,,"Kalisz et al., 2006",,,Zygo,,,,,Salvia argentea,1,0,,,,,
Salvia_austriaca,,Lamiaceae,,Zygo,,"Kalisz et al., 2006",,,Zygo,,,,,Salvia austriaca,1,0,,,,,
Salvia_chiapensis,,Lamiaceae,,Zygo,,"Kalisz et al., 2006",,,Zygo,,,,,Salvia chiapensis,1,0,,,,,
Salvia_fulgens,,Lamiaceae,,Zygo,,"Kalisz et al., 2006",,,Zygo,,,,,Salvia cardinalis,1,0,,,,,
Salvia_gesneriiflora,,Lamiaceae,,Zygo,,"Kalisz et al., 2006",,,Zygo,,,,,Salvia gesneriiflora,1,0,,,,,
Salvia_glutinosa,,Lamiaceae,,Zygo,,"Kalisz et al., 2006",,,Zygo,,,,,Salvia glutinosa,1,0,,,,,
Salvia_heerii,,Lamiaceae,,Zygo,,"Kalisz et al., 2006",,,Zygo,,,,,Salvia heerii,1,0,,,,,
Salvia_lanceolata,,Lamiaceae,,Zygo,,"Kalisz et al., 2006",,,Zygo,,,,,Salvia lanceolata,1,0,,,,,
Salvia_mellifera,,Lamiaceae,,Zygo,,"Kalisz et al., 2006",,,Zygo,,,,,Salvia mellifera,1,0,,,,,
Salvia_microphylla,,Lamiaceae,,Zygo,,"Kalisz et al., 2006",,,Zygo,,,,,Salvia grahami,1,0,,,,,
Salvia_nutans,,Lamiaceae,,Zygo,,"Kalisz et al., 2006",,,Zygo,,,,,Salvia nutans,1,0,,,,,
Salvia_officinalis,,Lamiaceae,,Zygo,,"Kalisz et al., 2006",,,Zygo,,,,,Salvia officinalis,1,0,,,,,
Salvia_sclarea,,Lamiaceae,,Zygo,,"Kalisz et al., 2006",,,Zygo,,,,,Salvia sclarea,1,0,,,,,
Salvia_splendens,,Lamiaceae,,Zygo,,"Kalisz et al., 2006",,,Zygo,,,,,Salvia splendens,1,0,,,,,
Salvia_verbenaca,,Lamiaceae,,Zygo,,"Kalisz et al., 2006",,,Zygo,,,,,Salvia verbenacea,1,1,dimorphic,Plitmann 1995,,,
Salvia_verticillata,,Lamiaceae,,Zygo,,"Kalisz et al., 2006",,,Zygo,,,,,Salvia verticillata,1,0,,,,,
Salvia_virgata,,Lamiaceae,,Zygo,,"Kalisz et al., 2006",,,Zygo,,,,,Salvia rubra,1,0,,,,,
Sambucus_nigra,,Adoxaceae,,Act,,"Kalisz et al., 2006",,,Zygo,,,,,Sambucus nigra,1,0,,,,,
Sambucus_racemosa,,Adoxaceae,,Act,,"Sauquet et al., 2017; ",Act,,,Sambucus racemosa,"Sauquet et al., 2017",,,,,0,,,,,
Samolus_valerandi,,Primulaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Samolus valerandi,1,0,,,,,
Sanicula_canadensis,,Apiaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Sanicula canadensis,1,0,,,,,
Sanicula_gregaria,,Apiaceae,,Act,,"Sauquet et al., 2017; ",Act,,,Sanicula gregaria,"Sauquet et al., 2017",,,,,0,,,,,
Sanicula_marilandica,,Apiaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Sanicula marilandica,1,0,,,,,
Santalum_album,,Santalaceae,,Act,,"Sauquet et al., 2017; ",Act,,,Santalum album,"Sauquet et al., 2017",,,,,0,,,,,
Sapindus_delavayi,,Sapindaceae,,Zygo,,Reyes et al. 2016; ,,Zygo,,,,Sapindus delavayi,Reyes et al. 2016,,,0,,,,,
Sapindus_saponaria,,Sapindaceae,,Act,,Reyes et al. 2016; ,,Act,,,,Sapindus saponaria,Reyes et al. 2016,,,0,,,,,
Saponaria_officinalis,,Caryophyllaceae,,Zygo,,Reyes et al. 2016; ,,Zygo,,,,Saponaria officinalis,Reyes et al. 2016,,,0,,,,,
Sarcolaena_oblongifolia,,Sarcolaenaceae,,Act,,Reyes et al. 2016; ,,Act,,,,Sarcolaena oblongifolia,Reyes et al. 2016,,,0,,,,,
Sarcopera_sessiliflora,,Marcgraviaceae,,Act,,Reyes et al. 2016; ,,Act,,,,Sarcopera sessiliflora,Reyes et al. 2016,,,0,,,,,
Sargentodoxa_cuneata,,Lardizabalaceae,,Act,,"Sauquet et al., 2017; ",Act,,,Sargentodoxa cuneata,"Sauquet et al., 2017",,,,,0,,,,,
Sarracenia_flava,,Sarraceniaceae,,Act,,Reyes et al. 2016; ,,Act,,,,Sarracenia flava,Reyes et al. 2016,,,0,,,,,
Sarracenia_purpurea,,Sarraceniaceae,,Act,Family description,"Sauquet et al., 2017; ",Act,,,Sarracenia purpurea,"Sauquet et al., 2017",,,,,0,,,,,
Saruma_henryi,,Aristolochiaceae,,Act,,"Sauquet et al., 2017; ",Act,,,Saruma henryi,"Sauquet et al., 2017",,,,,0,,,,,
Sassafras_albidum,,Lauraceae,,Act,,"Sauquet et al., 2017; ",Act,,,Sassafras albidum,"Sauquet et al., 2017",,,,,0,,,,,
Satureja_hortensis,,Lamiaceae,,Zygo,,"Kalisz et al., 2006",,,Zygo,,,,,Satureja hortensis,1,0,,,,,
Saururus_cernuus,,Saururaceae,,Act,,http://www.mobot.org/MOBOT/Research/APweb/welcome.html,,,,,,Saururus cernuus,,,,0,,,,,
Saussurea_alpina,,Compositae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Saussurea alpina,2,0,,,,,
Sauvagesia_erecta,,Ochnaceae,,Act,,"Sauquet et al., 2017; ",Act,,,Sauvagesia erecta,"Sauquet et al., 2017",,,,,0,,,,,
Saxifraga_cernua,,Saxifragaceae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; ",Act,Act,,Saxifraga cernua,"Sauquet et al., 2017",Saxifraga cernua,Reyes et al. 2016,,,0,,,,,
Saxifraga_stolonifera,,Saxifragaceae,,Zygo,,Reyes et al. 2016; ,,Zygo,,,,Saxifraga stolonifera,Reyes et al. 2016,,,0,,,,,
Scabiosa_atropurpurea,,Caprifoliaceae,,Zygo,,"Kalisz et al., 2006",,,Zygo,,,,,Scabiosa atropurpurea,4,0,,,,,
Scabiosa_canescens,,Caprifoliaceae,,Zygo,,"Kalisz et al., 2006",,,Zygo,,,,,Scabiosa suaveolens,4,0,,,,,
Scabiosa_columbaria,,Caprifoliaceae,,Zygo,,"Sauquet et al., 2017; ",Zygo,,,Scabiosa columbaria,"Sauquet et al., 2017",,,,,0,,,,,
Scaevola_aemula,,Goodeniaceae,,Zygo,,"Sauquet et al., 2017; ",Zygo,,,Scaevola aemula,"Sauquet et al., 2017",,,,,0,,,,,
Scaevola_plumieri,,Goodeniaceae,,Zygo,,"Kalisz et al., 2006",,,Zygo,,,,,Scaevola thunbergii,2,0,,,,,
Scaevola_taccada,,Goodeniaceae,,Zygo,,"Kalisz et al., 2006",,,Zygo,,,,,Scaevola sericea,family scored from ref. 2,0,,,,,
Scandia_geniculata,,Apiaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Scandia geniculata,1,0,,,,,
Scandia_rosifolia,,Apiaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Scandia rosifolia,1,0,,,,,
Schefflera_arboricola,,Araliaceae,,Act,,"Sauquet et al., 2017; ",Act,,,Schefflera arboricola,"Sauquet et al., 2017",,,,,0,,,,,
Schefflera_candelabrum,,Araliaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Schefflera candelabra,2,0,,,,,
Schefflera_crassipes,,Araliaceae,"Plerandra crassipes (Lowry II, Porter & M. Plunkett, Gregory & G. Frodin, David. (2013). Revision of Plerandra (Araliaceae). I. A synopsis of the genus with an expanded circumscription and a new infrageneric classification. Brittonia. 65. 10.1007/s12228-012-9260-2.)",Act,,"Kalisz et al., 2006",,,Act,,,,,Schefflera crassipes,2,0,,,,,
Schefflera_digitata,,Araliaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Schefflera digitata,2,0,,,,,
Schefflera_elegantissima,,Araliaceae,"Plerandra elegantissima (Lowry II, Porter & M. Plunkett, Gregory & G. Frodin, David. (2013). Revision of Plerandra (Araliaceae). I. A synopsis of the genus with an expanded circumscription and a new infrageneric classification. Brittonia. 65. 10.1007/s12228-012-9260-2.)",Act,,"Kalisz et al., 2006",,,Act,,,,,Schefflera elegantissima,2,0,,,,,
Schefflera_elongata,,Araliaceae,"Plerandra elongata (Lowry II, Porter & M. Plunkett, Gregory & G. Frodin, David. (2013). Revision of Plerandra (Araliaceae). I. A synopsis of the genus with an expanded circumscription and a new infrageneric classification. Brittonia. 65. 10.1007/s12228-012-9260-2.)",Act,,"Kalisz et al., 2006",,,Act,,,,,Schefflera elongata,2,0,,,,,
Schefflera_emiliana,,Araliaceae,"Plerandra emiliana (Lowry II, Porter & M. Plunkett, Gregory & G. Frodin, David. (2013). Revision of Plerandra (Araliaceae). I. A synopsis of the genus with an expanded circumscription and a new infrageneric classification. Brittonia. 65. 10.1007/s12228-012-9260-2.)",Act,,"Kalisz et al., 2006",,,Act,,,,,Schefflera emiliana,2,0,,,,,
Schefflera_gabriellae,,Araliaceae,"Plerandra gabriellae (Lowry II, Porter & M. Plunkett, Gregory & G. Frodin, David. (2013). Revision of Plerandra (Araliaceae). I. A synopsis of the genus with an expanded circumscription and a new infrageneric classification. Brittonia. 65. 10.1007/s12228-012-9260-2.)",Act,,"Kalisz et al., 2006",,,Act,,,,,Schefflera gabriellae,2,0,,,,,
Schefflera_inophylla,,Araliaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Schefflera inophylla,2,0,,,,,
Schefflera_leptophylla,,Araliaceae,"Plerandra leptophylla (Lowry II, Porter & M. Plunkett, Gregory & G. Frodin, David. (2013). Revision of Plerandra (Araliaceae). I. A synopsis of the genus with an expanded circumscription and a new infrageneric classification. Brittonia. 65. 10.1007/s12228-012-9260-2.)",Act,,"Kalisz et al., 2006",,,Act,,,,,Schefflera leptophylla,2,0,,,,,
Schefflera_moratiana,,Araliaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Schefflera moratiana,2,0,,,,,
Schefflera_pachyphylla,,Araliaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Schefflera pachyphylla,2,0,,,,,
Schefflera_pancheri,,Araliaceae,"Plerandra pancheri (Lowry II, Porter & M. Plunkett, Gregory & G. Frodin, David. (2013). Revision of Plerandra (Araliaceae). I. A synopsis of the genus with an expanded circumscription and a new infrageneric classification. Brittonia. 65. 10.1007/s12228-012-9260-2.)",Act,,"Kalisz et al., 2006",,,Act,,,,,Schefflera pancheri,2,0,,,,,
Schefflera_pentastyla,,Araliaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Schefflera pentastyla,2,0,,,,,
Schefflera_piperoidea,,Araliaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Schefflera trifoliata,2,0,,,,,
Schefflera_plerandroides,,Araliaceae,"Plerandra plerandroides (Lowry II, Porter & M. Plunkett, Gregory & G. Frodin, David. (2013). Revision of Plerandra (Araliaceae). I. A synopsis of the genus with an expanded circumscription and a new infrageneric classification. Brittonia. 65. 10.1007/s12228-012-9260-2.)",Act,,"Kalisz et al., 2006",,,Act,,,,,Schefflera pleurandroides,2,0,,,,,
Schefflera_polydactylis,,Araliaceae,"Plerandra polydactylis (Lowry II, Porter & M. Plunkett, Gregory & G. Frodin, David. (2013). Revision of Plerandra (Araliaceae). I. A synopsis of the genus with an expanded circumscription and a new infrageneric classification. Brittonia. 65. 10.1007/s12228-012-9260-2.)",Act,,"Kalisz et al., 2006",,,Act,,,,,Schefflera polydactylis,2,0,,,,,
Schefflera_pseudocandelabrum,,Araliaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Schefflera pseudocandelabra,2,0,,,,,
Schefflera_reginae,,Araliaceae,"Plerandra reginae (Lowry II, Porter & M. Plunkett, Gregory & G. Frodin, David. (2013). Revision of Plerandra (Araliaceae). I. A synopsis of the genus with an expanded circumscription and a new infrageneric classification. Brittonia. 65. 10.1007/s12228-012-9260-2.)",Act,,"Kalisz et al., 2006",,,Act,,,,,Schefflera reginae,2,0,,,,,
Schefflera_taomensis,,Araliaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Schefflera taomensis,2,0,,,,,
Schefflera_toto,,Araliaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Schefflera toto,2,0,,,,,
Schefflera_veillonorum,,Araliaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Schefflera veillonorum,2,0,,,,,
Schefflera_veitchii,,Araliaceae,"Plerandra veitchii (Lowry II, Porter & M. Plunkett, Gregory & G. Frodin, David. (2013). Revision of Plerandra (Araliaceae). I. A synopsis of the genus with an expanded circumscription and a new infrageneric classification. Brittonia. 65. 10.1007/s12228-012-9260-2.)",Act,,"Kalisz et al., 2006",,,Act,,,,,Schefflera veitchii,2,0,,,,,
Scheuchzeria_palustris,,Scheuchzeriaceae,,Act,,Reyes et al. 2016; ,,Act,,,,Scheuchzeria palustris,Reyes et al. 2016,,,0,,,,,
Schinus_molle,,Anacardiaceae,,Act,,"Sauquet et al., 2017; ",Act,,,Schinus molle,"Sauquet et al., 2017",,,,,0,,,,,
Schisandra_chinensis,,Schisandraceae,,Act,,"Sauquet et al., 2017; ",Act,,,Schisandra chinensis,"Sauquet et al., 2017",,,,,0,,,,,
Schizanthus_pinnatus,,Solanaceae,,Zygo,,Reyes et al. 2016; ,,Zygo,,,,Schizanthus pinnatus,Reyes et al. 2016,,,0,,,,,
Schlechtendalia_luzulaefolia,,Compositae,,Act,,Reyes et al. 2016; ,,Zygo,,,,Schlechtendalia luzulaefolia,Reyes et al. 2016,,,0,,,,,
Schlumbergera_russelianum,,Cactaceae,,Act,,Reyes et al. 2016; ,,Act,,,,Schlumbergera russelianum,Reyes et al. 2016,,,0,,,,,
Schlumbergera_truncata,,Cactaceae,,Zygo,,Reyes et al. 2016; ,,Zygo,,,,Schlumbergera truncata,Reyes et al. 2016,,,0,,,,,
Schoepfia_chinensis,,Schoepfiaceae,,Act,,Reyes et al. 2016; ,,Act,,,,Schoepfia chinensis,Reyes et al. 2016,,,0,,,,,
Schoepfia_schreberi,,Schoepfiaceae,,Zygo,,"Sauquet et al., 2017; Reyes et al. 2016; ",Zygo,Zygo,,Schoepfia schreberi,"Sauquet et al., 2017",Schoepfia schreberi,Reyes et al. 2016,,,0,,,,,
