web,plant,symmetry,n.poll,n.shared,n.shared.a,n.shared.z,mn.n.shared,mn.n.shared.a,mn.n.shared.z,md.n.shared,md.n.shared.a,md.n.shared.z
M_PL_019,Senecio lautus,actinomorphic,12,12,12,6,2.38461538461538,2.2,4,2,2,3.5
M_PL_019,Euphrasia collina,zygomorphic,8,7,6,4,1.71794871794872,1.69444444444444,2,1,1,2
M_PL_019,Helipterum albicans,actinomorphic,12,10,10,1,1.20512820512821,1.2,1.25,1,1,1
M_PL_019,Senecio gunnii,actinomorphic,3,2,2,2,0.871794871794872,0.857142857142857,1,1,1,1
M_PL_019,Achillea millefolium,actinomorphic,7,4,4,2,0.564102564102564,0.485714285714286,1.25,0,0,1
M_PL_019,Richea continentis,actinomorphic,4,3,3,1,0.641025641025641,0.6,1,0,0,1
M_PL_019,Leucopogon montanus,actinomorphic,6,6,6,4,2,1.91428571428571,2.75,2,1,2.5
M_PL_019,Phebalium ovatifolium,actinomorphic,10,7,7,2,1.38461538461538,1.28571428571429,2.25,1,1,2.5
M_PL_019,Helichrysum alpinum,actinomorphic,4,3,3,2,1.12820512820513,1.14285714285714,1,1,1,1
M_PL_019,Brachycome scapigera,actinomorphic,5,5,5,1,1.02564102564103,1.02857142857143,1,1,1,1
M_PL_019,Pentachondra pumila,actinomorphic,5,5,5,0,0.230769230769231,0.257142857142857,0,0,0,0
M_PL_019,Pimelea ligustrina,actinomorphic,4,3,3,1,0.666666666666667,0.657142857142857,0.75,1,1,1
M_PL_019,Prasophyllum alpinum,zygomorphic,7,6,5,4,1.46153846153846,1.47222222222222,1.33333333333333,1,1,2
M_PL_019,Asperula gunnii,actinomorphic,2,2,2,1,0.358974358974359,0.342857142857143,0.5,0,0,0.5
M_PL_019,Leptorhynchos squamatus,actinomorphic,2,2,2,1,0.615384615384615,0.628571428571429,0.5,1,1,0.5
M_PL_019,Neopaxia australasica,actinomorphic,2,2,2,1,0.358974358974359,0.342857142857143,0.5,0,0,0.5
M_PL_019,Olearia phlogopappa,actinomorphic,2,2,2,2,0.538461538461538,0.485714285714286,1,0,0,1
M_PL_019,Epilobium gunnianum,actinomorphic,2,2,2,1,0.384615384615385,0.371428571428571,0.5,0,0,0.5
M_PL_019,Brachycome stolonifera,actinomorphic,2,2,2,1,0.82051282051282,0.828571428571429,0.75,1,1,0.5
M_PL_019,Epacris microphylla,actinomorphic,2,2,2,0,0.0769230769230769,0.0571428571428571,0.25,0,0,0
M_PL_019,Senecio pectinatus,actinomorphic,1,1,0,0,0.538461538461538,0.542857142857143,0.5,1,1,0.5
M_PL_019,Stylidium graminifolium,actinomorphic,2,1,1,0,0.0512820512820513,0.0571428571428571,0,0,0,0
M_PL_019,Aciphylla simplicifolia,actinomorphic,1,0,0,0,0,0,0,0,0,0
M_PL_019,Brachycome scapiformis,actinomorphic,1,1,0,0,0.0769230769230769,0.0571428571428571,0.25,0,0,0
M_PL_019,Brachycome sp1 M_PL_019,actinomorphic,1,1,0,0,0.205128205128205,0.171428571428571,0.5,0,0,0.5
M_PL_019,Stackhousia pulvinaris,actinomorphic,1,1,0,0,0.333333333333333,0.314285714285714,0.5,0,0,0.5
M_PL_020,Dryas integrifolia,actinomorphic,60,34,31,1,4.57894736842105,4.58823529411765,4.5,3,3,4.5
M_PL_020,Salix arctica,actinomorphic,27,18,18,1,2.78947368421053,2.76470588235294,3,1,1,3
M_PL_020,Saxifraga oppositifolia,actinomorphic,24,19,19,1,3.10526315789474,3.05882352941176,3.5,1,1,3.5
M_PL_020,Potentilla nivea,actinomorphic,12,12,12,1,1.78947368421053,1.82352941176471,1.5,1,1,1.5
M_PL_020,Papaver radicatum,actinomorphic,11,9,9,0,1.47368421052632,1.52941176470588,1,1,1,1
M_PL_020,Pedicularis arctica,zygomorphic,10,9,6,1,1.63157894736842,1.66666666666667,1,1,1,1
M_PL_020,Lesquerella arctica,actinomorphic,9,8,8,0,1.63157894736842,1.70588235294118,1,1,1,1
M_PL_020,Polygonum viviparum,actinomorphic,9,8,8,0,1.05263157894737,1.17647058823529,0,0,0,0
M_PL_020,Arnica alpina,actinomorphic,7,7,7,0,1.31578947368421,1.41176470588235,0.5,1,1,0.5
M_PL_020,Taraxacum arctogenum,actinomorphic,6,6,6,0,0.631578947368421,0.705882352941177,0,0,0,0
M_PL_020,Stellaria longipes,actinomorphic,4,3,3,0,0.578947368421053,0.588235294117647,0.5,0,0,0.5
M_PL_020,Erysimum pallasii,actinomorphic,2,2,2,0,0.473684210526316,0.529411764705882,0,0,0,0
M_PL_020,Saxifraga hirculus,actinomorphic,2,1,1,0,0.105263157894737,0.117647058823529,0,0,0,0
M_PL_020,Cassiope tetragona,actinomorphic,1,1,0,0,0.315789473684211,0.235294117647059,1,0,0,1
M_PL_020,Cerastium alpinum,actinomorphic,1,1,0,0,0.0526315789473684,0.0588235294117647,0,0,0,0
M_PL_020,Draba sp1 M_PL_020,actinomorphic,1,1,0,0,0.157894736842105,0.176470588235294,0,0,0,0
M_PL_020,Erigeron compositus,actinomorphic,1,0,0,0,0,0,0,0,0,0
M_PL_020,Erigeron eriocephalus,actinomorphic,1,1,0,0,0.315789473684211,0.294117647058824,0.5,0,0,0.5
M_PL_020,Pedicularis capitata,zygomorphic,1,1,0,0,0.315789473684211,0.277777777777778,1,0,0,1
M_PL_020,Ranumculus sulphureus,actinomorphic,1,1,0,0,0.315789473684211,0.294117647058824,0.5,0,0,0.5
M_PL_021,Anthriscus aemula,actinomorphic,188,58,55,1,2.21111111111111,2.53521126760563,1,1,1,0
M_PL_021,Hydrangea paniculata,actinomorphic,75,35,34,4,2.13333333333333,2.26760563380282,1.63157894736842,1,1,1
M_PL_021,Euonymus alatus,actinomorphic,66,38,38,0,1.83333333333333,2.15492957746479,0.631578947368421,1,1,0
M_PL_021,Hydrangea macrophylla,actinomorphic,50,26,26,5,1.86666666666667,1.94366197183099,1.57894736842105,1,1,1
M_PL_021,Hydrangea hirta,actinomorphic,45,25,25,0,1.38888888888889,1.6056338028169,0.578947368421053,0,0,0
M_PL_021,Weigela hortensis,actinomorphic,45,29,29,7,2.11111111111111,2.07042253521127,2.26315789473684,1,1,2
M_PL_021,Viburnum plicatum,actinomorphic,42,28,28,0,1.62222222222222,1.95774647887324,0.368421052631579,0,1,0
M_PL_021,Angelica pubescens,actinomorphic,41,22,22,2,0.988888888888889,1.05633802816901,0.736842105263158,1,1,0
M_PL_021,Astilbe thunbergii,actinomorphic,38,24,23,1,1.31111111111111,1.46478873239437,0.736842105263158,1,1,0
M_PL_021,Swida controversa,actinomorphic,34,21,21,1,1.41111111111111,1.61971830985915,0.631578947368421,1,1,0
M_PL_021,Deutzia crenata,actinomorphic,30,23,21,3,1.66666666666667,1.7887323943662,1.21052631578947,1,1,1
M_PL_021,Rabdosia trichocarpa,zygomorphic,28,14,11,7,1.12222222222222,1.08333333333333,1.27777777777778,1,1,1
M_PL_021,Symplocos chinensis,actinomorphic,28,20,20,0,0.822222222222222,1,0.157894736842105,0,0,0
M_PL_021,Castanea crenata,zygomorphic,25,18,10,3,0.966666666666667,1.11111111111111,0.388888888888889,0,0,0
M_PL_021,Prunus Grayana,actinomorphic,21,8,8,0,0.233333333333333,0.267605633802817,0.105263157894737,0,0,0
M_PL_021,Prunus salicina,actinomorphic,21,14,14,1,0.844444444444444,0.929577464788732,0.526315789473684,0,0,0
M_PL_021,Rhus javanica,actinomorphic,21,13,13,3,0.933333333333333,1,0.684210526315789,0,0,0
M_PL_021,Persicaria thunbergii,actinomorphic,20,13,12,2,1.05555555555556,1.09859154929577,0.894736842105263,1,1,1
M_PL_021,Ixeris dentata,actinomorphic,19,13,11,0,0.644444444444444,0.690140845070423,0.473684210526316,0,0,0
M_PL_021,Corydalis pallida,zygomorphic,18,12,8,6,0.777777777777778,0.722222222222222,1,0,0,0.5
M_PL_021,Prunus incisa,actinomorphic,18,10,9,3,0.811111111111111,0.732394366197183,1.10526315789474,1,1,1
M_PL_021,Corydalis lineariloba,zygomorphic,17,11,9,6,1.04444444444444,1.02777777777778,1.11111111111111,1,1,1
M_PL_021,Lysimachia clethroides,actinomorphic,17,8,8,0,0.266666666666667,0.295774647887324,0.157894736842105,0,0,0
M_PL_021,Salix gracilistyla,actinomorphic,17,6,5,0,0.177777777777778,0.197183098591549,0.105263157894737,0,0,0
M_PL_021,Phellodendron amurense,actinomorphic,15,8,7,0,0.255555555555556,0.295774647887324,0.105263157894737,0,0,0
M_PL_021,Cardiandra alternifolia,actinomorphic,12,8,8,1,0.711111111111111,0.746478873239437,0.578947368421053,0,0,0
M_PL_021,Reynoutria japonica,actinomorphic,12,7,7,0,0.611111111111111,0.746478873239437,0.105263157894737,0,0,0
M_PL_021,Viola verecunda,zygomorphic,12,9,7,6,0.633333333333333,0.555555555555556,0.944444444444444,0,0,0
M_PL_021,Geranium nepalense,actinomorphic,11,9,9,3,1.04444444444444,1.07042253521127,0.947368421052632,1,1,1
M_PL_021,Ampelopsis brevipedunculata,actinomorphic,10,4,4,0,0.2,0.23943661971831,0.0526315789473684,0,0,0
M_PL_021,Anemone flaccida,actinomorphic,10,5,4,1,0.333333333333333,0.295774647887324,0.473684210526316,0,0,0
M_PL_021,Cirsium kagamontanum,actinomorphic,10,7,6,4,1.21111111111111,1.12676056338028,1.52631578947368,1,1,1
M_PL_021,Persicaria pubescens,actinomorphic,10,5,5,0,0.111111111111111,0.112676056338028,0.105263157894737,0,0,0
M_PL_021,Viola kusanoana,zygomorphic,10,10,6,6,0.522222222222222,0.444444444444444,0.833333333333333,0,0,0
M_PL_021,Viola vaginata,zygomorphic,10,6,2,5,0.322222222222222,0.263888888888889,0.555555555555556,0,0,0
M_PL_021,Stenactis annuus,actinomorphic,9,7,7,1,0.455555555555556,0.450704225352113,0.473684210526316,0,0,0
M_PL_021,Aster glehni,actinomorphic,8,7,7,1,0.655555555555556,0.71830985915493,0.421052631578947,0,0,0
M_PL_021,Rubus microphyllus,actinomorphic,8,5,5,1,0.377777777777778,0.366197183098592,0.421052631578947,0,0,0
M_PL_021,Spuriopimpinella nikoensis,actinomorphic,8,7,7,1,0.544444444444444,0.563380281690141,0.473684210526316,0,0,0
M_PL_021,Cacalia delphiniifolia,actinomorphic,7,3,3,2,0.633333333333333,0.619718309859155,0.684210526315789,0,0,1
M_PL_021,Persicaria senticosa,actinomorphic,7,6,6,3,0.822222222222222,0.816901408450704,0.842105263157895,1,1,1
M_PL_021,Hovenia tomentella,actinomorphic,6,4,4,2,0.466666666666667,0.422535211267606,0.631578947368421,0,0,1
M_PL_021,Ligustrum obtusifolium,actinomorphic,6,5,5,2,0.866666666666667,0.873239436619718,0.842105263157895,1,1,1
M_PL_021,Aruncus dioicus,actinomorphic,5,5,5,1,0.222222222222222,0.211267605633803,0.263157894736842,0,0,0
M_PL_021,Lespedeza bicolor,zygomorphic,5,4,3,4,0.688888888888889,0.625,0.944444444444444,0.5,0,1
M_PL_021,Euonymus sieboldianus,actinomorphic,4,4,4,0,0.188888888888889,0.197183098591549,0.157894736842105,0,0,0
M_PL_021,Kalimeris yomena,actinomorphic,4,4,4,1,0.577777777777778,0.605633802816901,0.473684210526316,0,0,0
M_PL_021,Rubus palmatus,actinomorphic,4,4,4,2,0.6,0.535211267605634,0.842105263157895,0,0,1
M_PL_021,Impatiens textori,zygomorphic,3,3,2,2,0.544444444444444,0.5,0.722222222222222,0,0,1
M_PL_021,Oxalis griffithii,actinomorphic,3,2,2,1,0.277777777777778,0.253521126760563,0.368421052631579,0,0,0
M_PL_021,Rhus trichocarpa,actinomorphic,3,2,2,0,0.155555555555556,0.183098591549296,0.0526315789473684,0,0,0
M_PL_021,Rosa multiflora,actinomorphic,3,3,3,0,0.3,0.380281690140845,0,0,0,0
M_PL_021,Rubus illecebrosus,actinomorphic,3,3,3,2,0.711111111111111,0.690140845070423,0.789473684210526,1,1,1
M_PL_021,Styrax japonica,actinomorphic,3,3,3,1,0.366666666666667,0.338028169014085,0.473684210526316,0,0,0
M_PL_021,Acer rufinerve,actinomorphic,2,1,1,0,0.0444444444444444,0.0422535211267606,0.0526315789473684,0,0,0
M_PL_021,Adenocaulon himalaicum,actinomorphic,2,2,2,0,0.1,0.0985915492957746,0.105263157894737,0,0,0
M_PL_021,Aesculus turbinata,actinomorphic,2,2,2,2,0.411111111111111,0.352112676056338,0.631578947368421,0,0,1
M_PL_021,Agrimonia pilosa,actinomorphic,2,2,2,2,0.311111111111111,0.267605633802817,0.473684210526316,0,0,0
M_PL_021,Angelica polymorpha,actinomorphic,2,2,2,1,0.177777777777778,0.154929577464789,0.263157894736842,0,0,0
M_PL_021,Bistorta tenuicaulis,actinomorphic,2,2,2,1,0.277777777777778,0.253521126760563,0.368421052631579,0,0,0
M_PL_021,Caryopteris divaricata,zygomorphic,2,2,2,2,0.533333333333333,0.486111111111111,0.722222222222222,0,0,1
M_PL_021,Geum japonicum,actinomorphic,2,2,2,1,0.444444444444444,0.450704225352113,0.421052631578947,0,0,0
M_PL_021,Rabdosia longituba,zygomorphic,2,2,2,2,0.533333333333333,0.486111111111111,0.722222222222222,0,0,1
M_PL_021,Rubus parvifolius,actinomorphic,2,2,2,1,0.344444444444444,0.309859154929577,0.473684210526316,0,0,0
M_PL_021,Stachyurus praecox,actinomorphic,2,1,1,0,0.222222222222222,0.267605633802817,0.0526315789473684,0,0,0
M_PL_021,Ainsliaea acerifolia,actinomorphic,1,1,0,0,0.266666666666667,0.23943661971831,0.368421052631579,0,0,0
M_PL_021,Alangium platanifolium,actinomorphic,1,1,0,0,0.266666666666667,0.23943661971831,0.368421052631579,0,0,0
M_PL_021,Antenoron filiforme,actinomorphic,1,1,0,0,0.0777777777777778,0.0845070422535211,0.0526315789473684,0,0,0
M_PL_021,Aucuba japonica,actinomorphic,1,1,0,0,0.0222222222222222,0.028169014084507,0,0,0,0
M_PL_021,Benthamida kousa,actinomorphic,1,1,0,0,0.0888888888888889,0.0985915492957746,0.0526315789473684,0,0,0
M_PL_021,Carpesium divaricatum,actinomorphic,1,1,0,0,0.0111111111111111,0.0140845070422535,0,0,0,0
M_PL_021,Cirsium japonicum,actinomorphic,1,1,0,0,0.266666666666667,0.23943661971831,0.368421052631579,0,0,0
M_PL_021,Clinopodium micranthum,zygomorphic,1,1,0,0,0.266666666666667,0.236111111111111,0.388888888888889,0,0,0
M_PL_021,Commelina communis,zygomorphic,1,1,0,0,0.266666666666667,0.236111111111111,0.388888888888889,0,0,0
M_PL_021,Cryptotaenia japonica,actinomorphic,1,0,0,0,0,0,0,0,0,0
M_PL_021,Desmodium podocarpum,zygomorphic,1,1,0,0,0.0222222222222222,0.0277777777777778,0,0,0,0
M_PL_021,Disporum sessile,actinomorphic,1,1,0,0,0.266666666666667,0.23943661971831,0.368421052631579,0,0,0
M_PL_021,Epimedium grandiflorum,actinomorphic,1,1,0,0,0.0444444444444444,0.0140845070422535,0.157894736842105,0,0,0
M_PL_021,Impatiens noli-tangere,zygomorphic,1,1,0,0,0.266666666666667,0.25,0.333333333333333,0,0,0
M_PL_021,Magnolia salicifolia,actinomorphic,1,1,0,0,0.0444444444444444,0.0563380281690141,0,0,0,0
M_PL_021,Patrinia villosa,actinomorphic,1,1,0,0,0.0444444444444444,0.0563380281690141,0,0,0,0
M_PL_021,Persicaria aestiva,actinomorphic,1,1,0,0,0.0333333333333333,0.028169014084507,0.0526315789473684,0,0,0
M_PL_021,Petasites japonicus,actinomorphic,1,1,0,0,0.0222222222222222,0,0.105263157894737,0,0,0
M_PL_021,Plantago asiatica,zygomorphic,1,1,0,0,0.266666666666667,0.236111111111111,0.388888888888889,0,0,0
M_PL_021,Polygonatum macranthum,actinomorphic,1,1,0,0,0.266666666666667,0.23943661971831,0.368421052631579,0,0,0
M_PL_021,Salvia glabrescens,zygomorphic,1,1,0,0,0.266666666666667,0.25,0.333333333333333,0,0,0
M_PL_021,Siegesbeckia orientalis,actinomorphic,1,1,0,0,0.177777777777778,0.225352112676056,0,0,0,0
M_PL_021,Tricyrtis hirta,actinomorphic,1,1,0,0,0.266666666666667,0.23943661971831,0.368421052631579,0,0,0
M_PL_021,Trifolium repens,zygomorphic,1,1,0,0,0.111111111111111,0.0972222222222222,0.166666666666667,0,0,0
M_PL_021,Tripterospermum japonicum,actinomorphic,1,1,0,0,0.266666666666667,0.225352112676056,0.421052631578947,0,0,0
M_PL_021,Viola grypoceras,zygomorphic,1,1,0,0,0.244444444444444,0.222222222222222,0.333333333333333,0,0,0
M_PL_022,Discaria nana,actinomorphic,21,8,8,0,0.6,0.647058823529412,0.333333333333333,0,0,0
M_PL_022,Azorella monanthos,actinomorphic,12,9,9,0,0.65,0.705882352941177,0.333333333333333,0,0,0
M_PL_022,Phacelia secunda,actinomorphic,6,4,4,1,0.65,0.529411764705882,1.33333333333333,0,0,1
M_PL_022,Senecio looseri,actinomorphic,6,5,5,2,0.75,0.529411764705882,2,0,0,2
M_PL_022,Sisyrinchium junceum,actinomorphic,6,4,4,2,0.6,0.352941176470588,2,0,0,2
M_PL_022,Adesmia haemisphaerica,zygomorphic,5,4,4,2,0.7,0.611111111111111,1.5,0,0,1.5
M_PL_022,Jaborosa laciniata,actinomorphic,5,4,4,0,0.3,0.352941176470588,0,0,0,0
M_PL_022,Astragalus nivicola,zygomorphic,3,3,3,2,0.6,0.5,1.5,0,0,1.5
M_PL_022,Cerastium arvense,actinomorphic,2,1,1,0,0.05,0.0588235294117647,0,0,0,0
M_PL_022,Montiopsis gilliesii,actinomorphic,2,2,2,0,0.3,0.294117647058824,0.333333333333333,0,0,0
M_PL_022,Oxalis erythrorhiza,actinomorphic,2,2,2,0,0.2,0.235294117647059,0,0,0,0
M_PL_022,Perezia pilifera,actinomorphic,2,2,2,0,0.3,0.294117647058824,0.333333333333333,0,0,0
M_PL_022,Senecio tricephalus,actinomorphic,2,2,2,0,0.15,0.176470588235294,0,0,0,0
M_PL_022,Tarasa humilis,actinomorphic,2,2,2,1,0.35,0.235294117647059,1,0,0,1
M_PL_022,Astragalus cruckshanksii,zygomorphic,1,1,0,0,0.3,0.222222222222222,1,0,0,1
M_PL_022,Calandrinia caespitosa,actinomorphic,1,1,0,0,0.05,0.0588235294117647,0,0,0,0
M_PL_022,Epilobium nivale,actinomorphic,1,1,0,0,0.15,0.176470588235294,0,0,0,0
M_PL_022,Hypochoeris montana,actinomorphic,1,1,0,0,0.05,0.0588235294117647,0,0,0,0
M_PL_022,Leuceria candidissima,actinomorphic,1,1,0,0,0.05,0.0588235294117647,0,0,0,0
M_PL_022,Loasa incurva,actinomorphic,1,1,0,0,0.1,0.0588235294117647,0.333333333333333,0,0,0
M_PL_022,Menonvillea hookeri,actinomorphic,1,1,0,0,0.1,0.117647058823529,0,0,0,0
M_PL_023,Grindelia chiloensis,actinomorphic,34,21,21,0,1.95454545454545,2.33333333333333,0.25,1,2,0
M_PL_023,Discaria trinervis,actinomorphic,28,11,11,0,1.13636363636364,1.38888888888889,0,0,0.5,0
M_PL_023,Baccharis pingraea,actinomorphic,11,6,6,0,0.681818181818182,0.833333333333333,0,0,0,0
M_PL_023,Larrea divaricata,actinomorphic,6,4,3,0,0.5,0.555555555555556,0.25,0,0,0
M_PL_023,Hysterionica jasionoides,actinomorphic,5,4,4,0,0.818181818181818,1,0,0.5,1,0
M_PL_023,Rosa rubiginosa,actinomorphic,5,4,4,0,0.5,0.611111111111111,0,0,0,0
M_PL_023,Senecio subulatus,actinomorphic,5,4,4,0,0.772727272727273,0.944444444444444,0,0,0.5,0
M_PL_023,Opuntia corrugata,actinomorphic,4,4,4,0,0.363636363636364,0.388888888888889,0.25,0,0,0
M_PL_023,Lathyrus sp1 M_PL_023,zygomorphic,3,3,1,1,0.272727272727273,0.210526315789474,0.666666666666667,0,0,1
M_PL_023,Pyrrhocactus strausianum,actinomorphic,3,3,3,0,0.272727272727273,0.333333333333333,0,0,0,0
M_PL_023,Rapistrum rugosum,actinomorphic,3,2,2,0,0.590909090909091,0.722222222222222,0,0,0.5,0
M_PL_023,Thelesperma megapotamicum,actinomorphic,3,3,3,0,0.545454545454545,0.666666666666667,0,0,0.5,0
M_PL_023,Arjona patagonica,actinomorphic,2,2,2,0,0.136363636363636,0.166666666666667,0,0,0,0
M_PL_023,Junellia tonini,actinomorphic,2,2,2,0,0.136363636363636,0.166666666666667,0,0,0,0
M_PL_023,Oxalis sp1 M_PL_023,actinomorphic,2,2,0,1,0.181818181818182,0,1,0,0,1
M_PL_023,Senecio filaginoides,actinomorphic,2,1,1,0,0.363636363636364,0.444444444444444,0,0,0,0
M_PL_023,Adesmia retrofracta,zygomorphic,1,1,0,0,0.136363636363636,0.0526315789473684,0.666666666666667,0,0,1
M_PL_023,Lecanophora heterophylla,actinomorphic,1,1,0,0,0.0909090909090909,0.111111111111111,0,0,0,0
M_PL_023,Mimulus sp1 M_PL_023,zygomorphic,1,1,0,0,0.136363636363636,0.0526315789473684,0.666666666666667,0,0,1
M_PL_023,Mutisia decurrens,actinomorphic,1,1,0,0,0.0454545454545455,0.0555555555555556,0,0,0,0
M_PL_023,Oenothera mendocinensis,actinomorphic,1,1,0,0,0.0454545454545455,0.0555555555555556,0,0,0,0
M_PL_023,Phacelia secunda,actinomorphic,1,0,0,0,0,0,0,0,0,0
M_PL_023,Polygala stenophylla,zygomorphic,1,1,0,0,0.0454545454545455,0.0526315789473684,0,0,0,0
M_PL_024,Potentilla vahliana,actinomorphic,9,7,7,0,1.8,2.25,0,1.5,2.5,0
M_PL_024,Dryas integrifolia,actinomorphic,6,5,5,0,1.6,2,0,2,2,0
M_PL_024,Astragalus alpinus,zygomorphic,3,1,0,0,0.1,0.111111111111111,0,0,0,0
M_PL_024,Taraxacum sp1 M_PL_024,actinomorphic,5,3,3,0,1.2,1.5,0,1,1.5,0
M_PL_024,Caltha palustris,actinomorphic,5,4,4,0,1.3,1.625,0,1,1.5,0
M_PL_024,Cerastium alpinum,actinomorphic,2,2,2,0,0.6,0.75,0,0.5,1,0
M_PL_024,Arnica alpina,actinomorphic,3,3,3,0,1.3,1.625,0,1,1.5,0
M_PL_024,Papaver radicatum,actinomorphic,2,2,2,0,0.8,1,0,1,1,0
M_PL_024,Geum rossii,actinomorphic,1,1,0,0,0.6,0.75,0,1,1,0
M_PL_024,Oxytropis arctica,zygomorphic,1,0,0,0,0,0,0,0,0,0
M_PL_024,Petasites frigidus,actinomorphic,1,1,0,0,0.1,0,0.5,0,0,0.5
M_PL_025,Claytonia virginica,actinomorphic,30,27,27,0,7.5,8,2,5.5,6,2
M_PL_025,Erythronium umbilicatum,actinomorphic,14,14,14,0,5.08333333333333,5.36363636363636,2,3.5,4,2
M_PL_025,Stellaria pubera,actinomorphic,21,17,16,0,5.25,5.45454545454545,3,3,3,3
M_PL_025,Thalictrum thalictroides,actinomorphic,10,10,10,0,3.33333333333333,3.54545454545455,1,2,2,1
M_PL_025,Cardamine angustata angustata,actinomorphic,24,20,20,0,6.41666666666667,6.81818181818182,2,4.5,5,2
M_PL_025,Hepatica americana,actinomorphic,12,12,12,0,4.58333333333333,4.90909090909091,1,4,4,1
M_PL_025,Sangiunaria canadensis,actinomorphic,7,7,7,0,2.83333333333333,3,1,3,3,1
M_PL_025,Tiarella cordifolia collina,actinomorphic,7,7,7,0,2.58333333333333,2.63636363636364,2,2,2,2
M_PL_025,Aesculus sylvatica,actinomorphic,3,3,3,0,0.666666666666667,0.727272727272727,0,0.5,1,0
M_PL_025,Viola papilionacea,zygomorphic,5,3,2,0,1.16666666666667,1.16666666666667,NA,1,1,NA
M_PL_025,Uvularia sessilifolia,actinomorphic,5,5,5,0,1.58333333333333,1.72727272727273,0,1.5,2,0
M_PL_025,Podophyllum peltatum,actinomorphic,2,2,2,0,0.916666666666667,1,0,1,1,0
M_PL_025,Trillium catesbei,actinomorphic,3,3,3,0,1.41666666666667,1.54545454545455,0,1.5,2,0
M_PL_026,Cordia lutea,actinomorphic,23,14,14,2,1.21153846153846,1.15294117647059,1.5,1,1,1
M_PL_026,Darwiniothamnus tenuifolius,actinomorphic,11,5,5,1,0.961538461538462,0.941176470588235,1.11111111111111,1,1,1
M_PL_026,Plumbago scandens,actinomorphic,9,6,6,2,1.02884615384615,0.988235294117647,1.22222222222222,1,1,1
M_PL_026,Justicia galapagana,zygomorphic,8,6,6,3,1.13461538461538,1.13953488372093,1.11764705882353,1,1,1
M_PL_026,Tournefortia rufo-sericea,actinomorphic,7,4,4,1,0.221153846153846,0.2,0.277777777777778,0,0,0
M_PL_026,Cassia sp1 M_PL_026,zygomorphic,5,5,5,1,0.25,0.27906976744186,0.117647058823529,0,0,0
M_PL_026,Gossypium sp1 M_PL_026,actinomorphic,5,5,5,1,0.25,0.223529411764706,0.388888888888889,0,0,0
M_PL_026,Opuntia helleri,actinomorphic,5,3,3,0,0.0384615384615385,0.0470588235294118,0,0,0,0
M_PL_026,Scalesia beurii,actinomorphic,5,3,3,0,0.0961538461538462,0.105882352941176,0.0555555555555556,0,0,0
M_PL_026,Sida rhombifolia,actinomorphic,4,4,4,3,0.990384615384615,0.941176470588235,1.27777777777778,1,1,1
M_PL_026,Clerodendrum molle var.,actinomorphic,3,3,3,1,0.788461538461538,0.764705882352941,0.944444444444444,1,1,1
M_PL_026,Cordia leucophlyctis,actinomorphic,3,3,3,1,0.836538461538462,0.811764705882353,1,1,1,1
M_PL_026,Diodia radula,actinomorphic,3,3,3,1,0.240384615384615,0.235294117647059,0.277777777777778,0,0,0
M_PL_026,Lycopersicon cheesmanii,actinomorphic,3,3,3,2,0.894230769230769,0.858823529411765,1.11111111111111,1,1,1
M_PL_026,Mormordica charantia,actinomorphic,3,3,3,2,0.894230769230769,0.847058823529412,1.11111111111111,1,1,1
M_PL_026,Vigna luteola,zygomorphic,3,3,3,2,0.865384615384615,0.848837209302326,1,1,1,1
M_PL_026,Acacia insulae-iacobi,actinomorphic,2,2,2,1,0.817307692307692,0.788235294117647,1,1,1,1
M_PL_026,Avicennia germinans,actinomorphic,2,2,2,0,0.0192307692307692,0.0235294117647059,0,0,0,0
M_PL_026,Bidens pilosa,actinomorphic,2,2,2,2,0.884615384615385,0.847058823529412,1.11111111111111,1,1,1
M_PL_026,Cassia picta,zygomorphic,2,2,2,2,0.884615384615385,0.86046511627907,1.05882352941176,1,1,1
M_PL_026,Clerodendrum molle,actinomorphic,2,1,1,1,0.759615384615385,0.729411764705882,0.944444444444444,1,1,1
M_PL_026,Commicarpus tuberosus,actinomorphic,2,2,2,2,0.836538461538462,0.8,1.05555555555556,1,1,1
M_PL_026,Croton scouleri,actinomorphic,2,2,2,0,0.0769230769230769,0.0823529411764706,0.0555555555555556,0,0,0
M_PL_026,Cryptocarpus pyriformis,actinomorphic,2,2,2,1,0.769230769230769,0.741176470588235,0.944444444444444,1,1,1
M_PL_026,Gossypium barbadense,actinomorphic,2,2,2,2,0.884615384615385,0.847058823529412,1.11111111111111,1,1,1
M_PL_026,Opuntia echios,actinomorphic,2,1,1,1,0.759615384615385,0.729411764705882,0.944444444444444,1,1,1
M_PL_026,Prosopis juliflora,actinomorphic,2,2,2,1,0.769230769230769,0.741176470588235,0.944444444444444,1,1,1
M_PL_026,Solanum americanum,actinomorphic,2,2,2,1,0.817307692307692,0.788235294117647,1,1,1,1
M_PL_026,Tournefortia psilostachya,actinomorphic,2,2,2,1,0.0865384615384615,0.0823529411764706,0.111111111111111,0,0,0
M_PL_026,Tribulus cistoides,actinomorphic,2,2,2,2,0.836538461538462,0.8,1.05555555555556,1,1,1
M_PL_026,Waltheria ovata,actinomorphic,2,2,2,1,0.826923076923077,0.8,1,1,1,1
M_PL_026,Abelmoschus manihot,actinomorphic,1,1,0,0,0.759615384615385,0.729411764705882,0.944444444444444,1,1,1
