LastName	FirstName	DatasetID	Dataset	SpeciesName	AccSpeciesID	AccSpeciesName	ObservationID	ObsDataID	TraitID	TraitName	DataID	DataName	OriglName	OrigValueStr	OrigUnitStr	ValueKindName	OrigUncertaintyStr	UncertaintyName	Replicates	StdValue	UnitName	RelUncertaintyPercent	OrigObsDataID	ErrorRisk	Reference	Comment	StdValueStr	
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Albuca sp	2286	Albuca sp	2472570	20165096			59	Latitude	Lat	-34.542						-34.542					Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Albuca sp	2286	Albuca sp	2472570	20165097			60	Longitude	Lon	19.412						19.412					Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Albuca sp	2286	Albuca sp	2472570	20165098			114	Location / Site Name	Location	Grootbos											Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Albuca sp	2286	Albuca sp	2472570	20165099			1863	Habitat / site description	Site	Fynbos											Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Albuca sp	2286	Albuca sp	2472570	20165100			846	Family	Family	Asparagaceae											Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Albuca sp	2286	Albuca sp	2472570	20165127	2935	Flower symmetry type (flower shape)	3987	Flower shape: zygomorphic	Zygomorphic	no											Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Albuca sp	2286	Albuca sp	2472570	20165128	2935	Flower symmetry type (flower shape)	3988	Flower shape: actinomorphic	Actinomorphic	yes											Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Anthericaceae? Sp	405893	Anthericaceae sp	2472590	20165287			59	Latitude	Lat	-33.969						-33.969					Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Anthericaceae? Sp	405893	Anthericaceae sp	2472590	20165288			60	Longitude	Lon	20.802						20.802					Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Anthericaceae? Sp	405893	Anthericaceae sp	2472590	20165289			114	Location / Site Name	Location	GVB											Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Anthericaceae? Sp	405893	Anthericaceae sp	2472590	20165290			1863	Habitat / site description	Site	Fynbos											Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Anthericaceae? Sp	405893	Anthericaceae sp	2472590	20165291			846	Family	Family	Anthericaceae											Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Anthericaceae? Sp	405893	Anthericaceae sp	2472590	20165322	2935	Flower symmetry type (flower shape)	3987	Flower shape: zygomorphic	Zygomorphic	no											Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Anthericaceae? Sp	405893	Anthericaceae sp	2472590	20165323	2935	Flower symmetry type (flower shape)	3988	Flower shape: actinomorphic	Actinomorphic	yes											Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Aspalathus abietina	204819	Aspalathus abietina	2472598	20165386			59	Latitude	Lat	-34.079						-34.079					Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Aspalathus abietina	204819	Aspalathus abietina	2472598	20165387			60	Longitude	Lon	19.83						19.83					Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Aspalathus abietina	204819	Aspalathus abietina	2472598	20165388			114	Location / Site Name	Location	Oubos											Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Aspalathus abietina	204819	Aspalathus abietina	2472598	20165389			1863	Habitat / site description	Site	Fynbos											Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Aspalathus abietina	204819	Aspalathus abietina	2472598	20165390			846	Family	Family	Fabaceae											Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Aspalathus abietina	204819	Aspalathus abietina	2472598	20165422	2935	Flower symmetry type (flower shape)	3987	Flower shape: zygomorphic	Zygomorphic	yes											Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Aspalathus abietina	204819	Aspalathus abietina	2472598	20165423	2935	Flower symmetry type (flower shape)	3988	Flower shape: actinomorphic	Actinomorphic	no											Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Asparagus aethiopicus	5527	Asparagus aethiopicus	2472603	20165470			59	Latitude	Lat	-34.542						-34.542					Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Asparagus aethiopicus	5527	Asparagus aethiopicus	2472603	20165471			60	Longitude	Lon	19.412						19.412					Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Asparagus aethiopicus	5527	Asparagus aethiopicus	2472603	20165472			114	Location / Site Name	Location	Grootbos											Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Asparagus aethiopicus	5527	Asparagus aethiopicus	2472603	20165473			1863	Habitat / site description	Site	Forest											Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Asparagus aethiopicus	5527	Asparagus aethiopicus	2472603	20165474			846	Family	Family	Asparagaceae											Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Asparagus aethiopicus	5527	Asparagus aethiopicus	2472603	20165508	2935	Flower symmetry type (flower shape)	3987	Flower shape: zygomorphic	Zygomorphic	no											Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Asparagus aethiopicus	5527	Asparagus aethiopicus	2472603	20165509	2935	Flower symmetry type (flower shape)	3988	Flower shape: actinomorphic	Actinomorphic	yes											Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Asparagus sp	5546	Asparagus sp	2472607	20165548			59	Latitude	Lat	-33.969						-33.969					Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Asparagus sp	5546	Asparagus sp	2472607	20165549			60	Longitude	Lon	20.802						20.802					Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Asparagus sp	5546	Asparagus sp	2472607	20165550			114	Location / Site Name	Location	GVB											Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Asparagus sp	5546	Asparagus sp	2472607	20165551			1863	Habitat / site description	Site	Forest											Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Asparagus sp	5546	Asparagus sp	2472607	20165552			846	Family	Family	Asparagaceae											Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Asparagus sp	5546	Asparagus sp	2472607	20165585	2935	Flower symmetry type (flower shape)	3987	Flower shape: zygomorphic	Zygomorphic	no											Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Asparagus sp	5546	Asparagus sp	2472607	20165586	2935	Flower symmetry type (flower shape)	3988	Flower shape: actinomorphic	Actinomorphic	yes											Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Asparagus sp	5546	Asparagus sp	2472614	20165649			59	Latitude	Lat	-33.993						-33.993					Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Asparagus sp	5546	Asparagus sp	2472614	20165650			60	Longitude	Lon	20.451						20.451					Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Asparagus sp	5546	Asparagus sp	2472614	20165651			114	Location / Site Name	Location	Marloth											Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Asparagus sp	5546	Asparagus sp	2472614	20165652			1863	Habitat / site description	Site	Forest											Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Asparagus sp	5546	Asparagus sp	2472614	20165653			846	Family	Family	Asparagaceae											Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Asparagus sp	5546	Asparagus sp	2472614	20165686	2935	Flower symmetry type (flower shape)	3987	Flower shape: zygomorphic	Zygomorphic	no											Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Asparagus sp	5546	Asparagus sp	2472614	20165687	2935	Flower symmetry type (flower shape)	3988	Flower shape: actinomorphic	Actinomorphic	yes											Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Asparagus sp	5546	Asparagus sp	2472616	20165710			59	Latitude	Lat	-33.993						-33.993					Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Asparagus sp	5546	Asparagus sp	2472616	20165711			60	Longitude	Lon	20.451						20.451					Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Asparagus sp	5546	Asparagus sp	2472616	20165712			114	Location / Site Name	Location	Marloth											Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Asparagus sp	5546	Asparagus sp	2472616	20165713			1863	Habitat / site description	Site	Forest											Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Asparagus sp	5546	Asparagus sp	2472616	20165714			846	Family	Family	Asparagaceae											Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Asparagus sp	5546	Asparagus sp	2472616	20165745	2935	Flower symmetry type (flower shape)	3987	Flower shape: zygomorphic	Zygomorphic	no											Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Asparagus sp	5546	Asparagus sp	2472616	20165746	2935	Flower symmetry type (flower shape)	3988	Flower shape: actinomorphic	Actinomorphic	yes											Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Asparagus sp	5546	Asparagus sp	2472617	20165761			59	Latitude	Lat	-33.969						-33.969					Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Asparagus sp	5546	Asparagus sp	2472617	20165762			60	Longitude	Lon	20.802						20.802					Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Asparagus sp	5546	Asparagus sp	2472617	20165763			114	Location / Site Name	Location	GVB											Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Asparagus sp	5546	Asparagus sp	2472617	20165764			1863	Habitat / site description	Site	Forest											Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Asparagus sp	5546	Asparagus sp	2472617	20165765			846	Family	Family	Asparagaceae											Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Asparagus sp	5546	Asparagus sp	2472617	20165795	2935	Flower symmetry type (flower shape)	3987	Flower shape: zygomorphic	Zygomorphic	no											Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Asparagus sp	5546	Asparagus sp	2472617	20165796	2935	Flower symmetry type (flower shape)	3988	Flower shape: actinomorphic	Actinomorphic	yes											Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Asparagus sp	5546	Asparagus sp	2472618	20165811			59	Latitude	Lat	-33.887						-33.887					Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Asparagus sp	5546	Asparagus sp	2472618	20165812			60	Longitude	Lon	22.431						22.431					Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Asparagus sp	5546	Asparagus sp	2472618	20165813			114	Location / Site Name	Location	Montagu pass											Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Asparagus sp	5546	Asparagus sp	2472618	20165814			1863	Habitat / site description	Site	Forest											Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Asparagus sp	5546	Asparagus sp	2472618	20165815			846	Family	Family	Asparagaceae											Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
Onstein	Renske	319	Plant Traits from Fynbos Forests in the Cape Region	Asparagus sp	5546	Asparagus sp	2472618	20165846	2935	Flower symmetry type (flower shape)	3987	Flower shape: zygomorphic	Zygomorphic	no											Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331–340 DOI:10.1016/j.ppees.2014.08.002			
