species,mean_long1,sd_long1,mean_long2,sd_long2,mean_long3,sd_long3,diff_mean_1_2,diff_sd_1_2,diff_mean_1_3,diff_sd_1_3
Bossiaea obcordata,2.49234627666021,0.5994933110781697,2.39050408453246,0.5094680347269709,2.64213883627896,0.4548400132298852,0.101842192127748,0.09002527635119884,-0.149792559618751,0.1446532978482845
Gompholobium latifolium,2.8709375,1.282305006869411,2.8618287037037,1.3241028335147191,2.67517361111111,0.5703503655195657,0.00910879629629635,-0.04179782664530807,0.195763888888889,0.7119546413498453
Grevillea mucronulata,4.74799382716049,1.147493491568913,4.08657407407407,1.3459145972436586,3.58993055555556,1.433240762985634,0.66141975308642,-0.19842110567474558,1.15806327160494,-0.28574727141672107
Lomandra longifolia,9.09182655211331,1.1003626926946095,9.21122981956298,0.8411224062293134,7.99447520072537,0.9410911872857612,-0.119403267449664,0.25924028646529607,1.09735135138794,0.15927150540884827
Philotheca hispidula,4.60019139309779,1.0793901934381986,4.87062113696502,1.2181254723749724,6.06267526455003,0.7452901412065449,-0.27042974386723,-0.13873527893677373,-1.46248387145223,0.33410005223165373
Pittosporum undulatum,5.11667063492095,0.5312856700430378,4.98750066137535,0.640647610456833,4.76948611111111,0.47361838993718786,0.129169973545605,-0.10936194041379521,0.347184523809839,0.05766728010584998
Pultenaea scabra,2.9590625,0.5467963700086438,2.91740214646483,0.6400814944516815,2.47452256944444,1.2226589945767852,0.0416603535351654,-0.09328512444303771,0.484539930555556,-0.6758626245681414
Xanthosia pilosa,6.12238425925926,1.9781241189588836,6.02768518518519,2.6473945302471598,4.53537037037037,2.024570751904397,0.0946990740740743,-0.6692704112882761,1.58701388888889,-0.046446632945513544
