ID,Name_submitted,Overall_score,Name_matched_id,Name_matched,Name_score,Name_matched_rank,Author_submitted,Author_matched,Author_score,Canonical_author,Name_matched_accepted_family,Genus_submitted,Genus_matched,Genus_score,Specific_epithet_submitted,Specific_epithet_matched,Specific_epithet_score,Family_submitted,Family_matched,Family_score,Infraspecific_rank,Infraspecific_epithet_matched,Infraspecific_epithet_score,Infraspecific_rank_2,Infraspecific_epithet_2_matched,Infraspecific_epithet_2_score,Annotations,Unmatched_terms,Name_matched_url,Name_matched_lsid,Phonetic,Taxonomic_status,Accepted_name,Accepted_species,Accepted_name_author,Accepted_name_id,Accepted_name_rank,Accepted_name_url,Accepted_name_lsid,Accepted_family,Overall_score_order,Highertaxa_score_order,Source,Warnings
59,Apocynum cannabinum,1,239552,Apocynum cannabinum,1,species,,,NA,L.,Apocynaceae,Apocynum,Apocynum,1,cannabinum,cannabinum,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:12828,,Y,Accepted,Apocynum cannabinum,Apocynum cannabinum,L.,239552,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:12828,,Apocynaceae,1,1,wcvp,0
60,Arabis caucasica,1,535182,Arabis caucasica,1,species,,,NA,Willd.,Brassicaceae,Arabis,Arabis,1,caucasica,caucasica,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2645447,,Y,Accepted,Arabis caucasica,Arabis caucasica,Willd.,535182,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2645447,,Brassicaceae,1,1,wcvp,0
61,Ardisia compressa,1,537232,Ardisia compressa,1,species,,,NA,Kunth,Primulaceae,Ardisia,Ardisia,1,compressa,compressa,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2647743,,Y,Accepted,Ardisia compressa,Ardisia compressa,Kunth,537232,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2647743,,Primulaceae,1,1,wcvp,0
62,Arenaria cretica,1,538890,Arenaria cretica,1,species,,,NA,Spreng.,Caryophyllaceae,Arenaria,Arenaria,1,cretica,cretica,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2649284,,Y,Accepted,Arenaria cretica,Arenaria cretica,Spreng.,538890,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2649284,,Caryophyllaceae,1,1,wcvp,0
63,Argythamnia candicans,1,262662,Argythamnia candicans,1,species,,,NA,Sw.,Euphorbiaceae,Argythamnia,Argythamnia,1,candicans,candicans,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:15063,,Y,Accepted,Argythamnia candicans,Argythamnia candicans,Sw.,262662,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:15063,,Euphorbiaceae,1,1,wcvp,0
64,Aristolochia baetica,1,540674,Aristolochia baetica,1,species,,,NA,L.,Aristolochiaceae,Aristolochia,Aristolochia,1,baetica,baetica,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2651183,,Y,Accepted,Aristolochia baetica,Aristolochia baetica,L.,540674,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2651183,,Aristolochiaceae,1,1,wcvp,0
65,Aristolochia bianorii,1,540693,Aristolochia bianorii,1,species,,,NA,Sennen & Pau,Aristolochiaceae,Aristolochia,Aristolochia,1,bianorii,bianorii,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2651200,,Y,Accepted,Aristolochia bianorii,Aristolochia bianorii,Sennen & Pau,540693,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2651200,,Aristolochiaceae,1,1,wcvp,0
66,Aristolochia grandiflora,1,540970,Aristolochia grandiflora,1,species,,,NA,Sw.,Aristolochiaceae,Aristolochia,Aristolochia,1,grandiflora,grandiflora,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2651456,,Y,Accepted,Aristolochia grandiflora,Aristolochia grandiflora,Sw.,540970,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2651456,,Aristolochiaceae,1,1,wcvp,0
67,Aristolochia paucinervis,1,541291,Aristolochia paucinervis,1,species,,,NA,Pomel,Aristolochiaceae,Aristolochia,Aristolochia,1,paucinervis,paucinervis,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2651756,,Y,Accepted,Aristolochia paucinervis,Aristolochia paucinervis,Pomel,541291,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2651756,,Aristolochiaceae,1,1,wcvp,0
68,Armeria canescens,1,541878,Armeria canescens,1,species,,,NA,(Host) Boiss.,Plumbaginaceae,Armeria,Armeria,1,canescens,canescens,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2652301,,Y,Accepted,Armeria canescens,Armeria canescens,(Host) Boiss.,541878,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2652301,,Plumbaginaceae,1,1,wcvp,0
69,Artabotrys blumei,1,542843,Artabotrys blumei,1,species,,,NA,Hook.f. & Thomson,Annonaceae,Artabotrys,Artabotrys,1,blumei,blumei,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2653248,,Y,Accepted,Artabotrys blumei,Artabotrys blumei,Hook.f. & Thomson,542843,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2653248,,Annonaceae,1,1,wcvp,0
70,Artabotrys brachypetalus,1,542848,Artabotrys brachypetalus,1,species,,,NA,Benth.,Annonaceae,Artabotrys,Artabotrys,1,brachypetalus,brachypetalus,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2653252,,Y,Accepted,Artabotrys brachypetalus,Artabotrys brachypetalus,Benth.,542848,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2653252,,Annonaceae,1,1,wcvp,0
71,Arthrostema ciliatum,1,157008,Arthrostema ciliatum,1,species,,,NA,Ruiz & Pav.,Melastomataceae,Arthrostema,Arthrostema,1,ciliatum,ciliatum,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000158786,,Y,No opinion,,,,,,,,,1,1,wfo,0
72,Asclepias curassavica,1,544351,Asclepias curassavica,1,species,,,NA,L.,Apocynaceae,Asclepias,Asclepias,1,curassavica,curassavica,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:500848,,Y,Accepted,Asclepias curassavica,Asclepias curassavica,L.,544351,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:500848,,Apocynaceae,1,1,wcvp,0
73,Asclepias speciosa,1,544876,Asclepias speciosa,1,species,,,NA,Torr.,Apocynaceae,Asclepias,Asclepias,1,speciosa,speciosa,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:501398,,Y,Accepted,Asclepias speciosa,Asclepias speciosa,Torr.,544876,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:501398,,Apocynaceae,1,1,wcvp,0
74,Asimina triloba,1,545128,Asimina triloba,1,species,,,NA,(L.) Dunal,Annonaceae,Asimina,Asimina,1,triloba,triloba,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2655435,,Y,Accepted,Asimina triloba,Asimina triloba,(L.) Dunal,545128,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2655435,,Annonaceae,1,1,wcvp,0
75,Asparagus acutifolius,1,623743,Asparagus acutifolius,1,species,,,NA,L.,Asparagaceae,Asparagus,Asparagus,1,acutifolius,acutifolius,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:274916,,Y,Accepted,Asparagus acutifolius,Asparagus acutifolius,L.,623743,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:274916,,Asparagaceae,1,1,wcvp,0
76,Asphodelus aestivus,1,628848,Asphodelus aestivus,1,species,,,NA,Brot.,Asphodelaceae,Asphodelus,Asphodelus,1,aestivus,aestivus,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:275439,,Y,Accepted,Asphodelus aestivus,Asphodelus aestivus,Brot.,628848,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:275439,,Asphodelaceae,1,1,wcvp,0
77,Asphodelus ramosus,1,629659,Asphodelus ramosus,1,species,,,NA,L.,Asphodelaceae,Asphodelus,Asphodelus,1,ramosus,ramosus,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:275588,,Y,Accepted,Asphodelus ramosus,Asphodelus ramosus,L.,629659,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:275588,,Asphodelaceae,1,1,wcvp,0
78,Aspidistra xuanxonensis var xuansonensis,0.9920660349145,1653044,Aspidistra xuansonensis var. xuansonensis,0.9920660349145,variety,,,NA,,Asparagaceae,Aspidistra,Aspidistra,1,xuanxonensis,xuansonensis,0.91666666666667,,,NA,var.,xuansonensis,1,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:494579,,Y,Accepted,Aspidistra xuansonensis var. xuansonensis,Aspidistra xuansonensis,,1653044,variety,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:494579,,Asparagaceae,1,1,wcvp,0
79,Aspidosperma macrocarpon,1,285999,Aspidosperma macrocarpon,1,species,,,NA,Mart.,Apocynaceae,Aspidosperma,Aspidosperma,1,macrocarpon,macrocarpon,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:17301,,Y,Accepted,Aspidosperma macrocarpon,Aspidosperma macrocarpon,Mart.,285999,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:17301,,Apocynaceae,1,1,wcvp,0
80,Aspidosperma tomentosum,1,286797,Aspidosperma tomentosum,1,species,,,NA,Mart.,Apocynaceae,Aspidosperma,Aspidosperma,1,tomentosum,tomentosum,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:17378,,Y,Accepted,Aspidosperma tomentosum,Aspidosperma tomentosum,Mart.,286797,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:17378,,Apocynaceae,1,1,wcvp,0
81,Astragalus depressus,1,207903,Astragalus depressus,1,species,,,NA,L.,Fabaceae,Astragalus,Astragalus,1,depressus,depressus,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2658871,,Y,Accepted,Astragalus depressus,Astragalus depressus,L.,207903,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2658871,,Fabaceae,1,1,wcvp,0
82,Astragalus monspessulanus,1,207960,Astragalus monspessulanus,1,species,,,NA,L.,Fabaceae,Astragalus,Astragalus,1,monspessulanus,monspessulanus,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2661230,,Y,Accepted,Astragalus monspessulanus,Astragalus monspessulanus,L.,207960,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2661230,,Fabaceae,1,1,wcvp,0
83,Astrocaryum vulgare,1,288974,Astrocaryum vulgare,1,species,,,NA,Mart.,Arecaceae,Astrocaryum,Astrocaryum,1,vulgare,vulgare,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:17587,,Y,Accepted,Astrocaryum vulgare,Astrocaryum vulgare,Mart.,288974,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:17587,,Arecaceae,1,1,wcvp,0
84,Avicennia germinans,1,297806,Avicennia germinans,1,species,,,NA,(L.) L.,Acanthaceae,Avicennia,Avicennia,1,germinans,germinans,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:18443,,Y,Accepted,Avicennia germinans,Avicennia germinans,(L.) L.,297806,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:18443,,Acanthaceae,1,1,wcvp,0
85,Avicennia marina var australasica,1,899707,Avicennia marina var. australasica,1,variety,,,NA,(Walp.) Moldenke,Acanthaceae,Avicennia,Avicennia,1,marina,marina,1,,,NA,var.,australasica,1,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:451858,,Y,Synonym,Avicennia marina subsp. australasica,Avicennia marina,(Walp.) J.Everett,297957,subspecies,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:18457,,Acanthaceae,1,1,wcvp,0
86,Balanophora fungosa ssp indica,1,551735,Balanophora fungosa subsp. indica,1,subspecies,,,NA,(Arn.) B.Hansen,Balanophoraceae,Balanophora,Balanophora,1,fungosa,fungosa,1,,,NA,subsp.,indica,1,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2668046,,Y,Accepted,Balanophora fungosa subsp. indica,Balanophora fungosa,(Arn.) B.Hansen,551735,subspecies,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2668046,,Balanophoraceae,1,1,wcvp,0
87,Balanophora harlandii,1,551744,Balanophora harlandii,1,species,,,NA,Hook.f.,Balanophoraceae,Balanophora,Balanophora,1,harlandii,harlandii,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2668055,,Y,Accepted,Balanophora harlandii,Balanophora harlandii,Hook.f.,551744,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2668055,,Balanophoraceae,1,1,wcvp,0
88,Ballota acetabulosa,1,309452,Ballota acetabulosa,1,species,,,NA,Benth.,Lamiaceae,Ballota,Ballota,1,acetabulosa,acetabulosa,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000314598,,Y,Accepted,Ballota acetabulosa,Ballota acetabulosa,Benth.,309452,species,http://www.worldfloraonline.org/taxon/wfo-0000314598,,Lamiaceae,1,1,wfo,0
89,Bartsia alpina,1,553891,Bartsia alpina,1,species,,,NA,L.,Orobanchaceae,Bartsia,Bartsia,1,alpina,alpina,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2670487,,Y,Accepted,Bartsia alpina,Bartsia alpina,L.,553891,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2670487,,Orobanchaceae,1,1,wcvp,0
90,Bauhinia divaricata,1,181030,Bauhinia divaricata,1,species,,,NA,L.,Fabaceae,Bauhinia,Bauhinia,1,divaricata,divaricata,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2671531,,Y,Accepted,Bauhinia divaricata,Bauhinia divaricata,L.,181030,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2671531,,Fabaceae,1,1,wcvp,0
91,Begonia gracilis,1,815421,Begonia gracilis,1,species,,,NA,Kunth,Begoniaceae,Begonia,Begonia,1,gracilis,gracilis,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:361737,,Y,Accepted,Begonia gracilis,Begonia gracilis,Kunth,815421,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:361737,,Begoniaceae,1,1,wcvp,0
92,Bellardia trixago,1,555330,Bellardia trixago,1,species,,,NA,(L.) All.,Orobanchaceae,Bellardia,Bellardia,1,trixago,trixago,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2672849,,Y,Accepted,Bellardia trixago,Bellardia trixago,(L.) All.,555330,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2672849,,Orobanchaceae,1,1,wcvp,0
93,Bellis annua,1,7671,Bellis annua,1,species,,,NA,L.,Asteraceae,Bellis,Bellis,1,annua,annua,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3097340,,Y,Accepted,Bellis annua,Bellis annua,L.,7671,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3097340,,Asteraceae,1,1,wcvp,0
94,Besleria formosa,1,557742,Besleria formosa,1,species,,,NA,C.V.Morton in Standl.,Gesneriaceae,Besleria,Besleria,1,formosa,formosa,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000564699,,Y,Accepted,Besleria formosa,Besleria formosa,C.V.Morton in Standl.,557742,species,http://www.worldfloraonline.org/taxon/wfo-0000564699,,Gesneriaceae,1,1,wfo,0
95,Besleria solanoides,1,557895,Besleria solanoides,1,species,,,NA,Kunth,Gesneriaceae,Besleria,Besleria,1,solanoides,solanoides,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2675478,,Y,Accepted,Besleria solanoides,Besleria solanoides,Kunth,557895,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2675478,,Gesneriaceae,1,1,wcvp,0
96,Besleria triflora,1,1762902,Besleria triflora,1,species,,,NA,(Oerst.) Hanst.,Gesneriaceae,Besleria,Besleria,1,triflora,triflora,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2675506,,Y,Accepted,Besleria triflora,Besleria triflora,(Oerst.) Hanst.,1762902,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2675506,,Gesneriaceae,1,1,wcvp,0
97,Billbergia distachia,1,1823050,Billbergia distachia,1,species,,,NA,(Vell.) Mez,Bromeliaceae,Billbergia,Billbergia,1,distachia,distachia,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:221543,,Y,Accepted,Billbergia distachia,Billbergia distachia,(Vell.) Mez,1823050,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:221543,,Bromeliaceae,1,1,wcvp,0
98,Biscutella didyma,1,558738,Biscutella didyma,1,species,,,NA,L.,Brassicaceae,Biscutella,Biscutella,1,didyma,didyma,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2676354,,Y,Accepted,Biscutella didyma,Biscutella didyma,L.,558738,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2676354,,Brassicaceae,1,1,wcvp,2
99,Blechum pyramidatum,1,1795186,Blechum pyramidatum,1,species,,,NA,(Lam.) Urb.,Acanthaceae,Blechum,Blechum,1,pyramidatum,pyramidatum,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2677206,,Y,Synonym,Ruellia blechum,Ruellia blechum,L.,396288,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2421828,,Acanthaceae,1,1,wcvp,0
100,Blepharocalyx salicifolius,1,338875,Blepharocalyx salicifolius,1,species,,,NA,(Kunth) O.Berg,Myrtaceae,Blepharocalyx,Blepharocalyx,1,salicifolius,salicifolius,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:22418,,Y,Accepted,Blepharocalyx salicifolius,Blepharocalyx salicifolius,(Kunth) O.Berg,338875,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:22418,,Myrtaceae,1,1,wcvp,0
101,Blumenbachia amana,1,1285732,Blumenbachia amana,1,species,,,NA,T.Henning & Weigend,Loasaceae,Blumenbachia,Blumenbachia,1,amana,amana,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3001560,,Y,Accepted,Blumenbachia amana,Blumenbachia amana,T.Henning & Weigend,1285732,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3001560,,Loasaceae,1,1,wcvp,0
102,Blumenbachia insignis,1,560013,Blumenbachia insignis,1,species,,,NA,Schrad.,Loasaceae,Blumenbachia,Blumenbachia,1,insignis,insignis,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2677683,,Y,Accepted,Blumenbachia insignis,Blumenbachia insignis,Schrad.,560013,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2677683,,Loasaceae,1,1,wcvp,0
103,Bomarea edulis,1,1751899,Bomarea edulis,1,species,,,NA,(Tussac) Herb.,Alstroemeriaceae,Bomarea,Bomarea,1,edulis,edulis,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:300711,,Y,Accepted,Bomarea edulis,Bomarea edulis,(Tussac) Herb.,1751899,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:300711,,Alstroemeriaceae,1,1,wcvp,0
104,Spermacoce laevis,1,307376,Spermacoce laevis,1,species,,,NA,Lam.,Rubiaceae,Spermacoce,Spermacoce,1,laevis,laevis,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:193647,,Y,Synonym,Spermacoce tenuior,Spermacoce tenuior,L.,307656,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:193908,,Rubiaceae,1,3,wcvp,6
105,Bretschneidera sinensis,1,405083,Bretschneidera sinensis,1,species,,,NA,Hemsl.,Akaniaceae,Bretschneidera,Bretschneidera,1,sinensis,sinensis,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:24378,,Y,Accepted,Bretschneidera sinensis,Bretschneidera sinensis,Hemsl.,405083,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:24378,,Akaniaceae,1,1,wcvp,0
106,Broughtonia sanguinea,1,1776089,Broughtonia sanguinea,1,species,,,NA,(Sw.) R.Br.,Orchidaceae,Broughtonia,Broughtonia,1,sanguinea,sanguinea,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:24803,,Y,Accepted,Broughtonia sanguinea,Broughtonia sanguinea,(Sw.) R.Br.,1776089,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:24803,,Orchidaceae,1,1,wcvp,0
107,Bunchosia nitida,1,1061883,Bunchosia nitida,1,species,,,NA,(Jacq.) DC.,Malpighiaceae,Bunchosia,Bunchosia,1,nitida,nitida,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2686022,,Y,Accepted,Bunchosia nitida,Bunchosia nitida,(Jacq.) DC.,1061883,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2686022,,Malpighiaceae,1,1,wcvp,2
108,Burmeistera cyclostigmata,1,817355,Burmeistera cyclostigmata,1,species,,,NA,Donn.Sm.,Campanulaceae,Burmeistera,Burmeistera,1,cyclostigmata,cyclostigmata,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:363582,,Y,Accepted,Burmeistera cyclostigmata,Burmeistera cyclostigmata,Donn.Sm.,817355,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:363582,,Campanulaceae,1,1,wcvp,0
109,Burmeistera parviflora,1,817424,Burmeistera parviflora,1,species,,,NA,E.Wimm. ex Standl.,Campanulaceae,Burmeistera,Burmeistera,1,parviflora,parviflora,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:363644,,Y,Accepted,Burmeistera parviflora,Burmeistera parviflora,E.Wimm. ex Standl.,817424,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:363644,,Campanulaceae,1,1,wcvp,0
110,Bursera simaruba,1,1821226,Bursera simaruba,1,species,,,NA,(L.) Sarg.,Burseraceae,Bursera,Bursera,1,simaruba,simaruba,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2687649,,Y,Accepted,Bursera simaruba,Bursera simaruba,(L.) Sarg.,1821226,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2687649,,Burseraceae,1,1,wcvp,0
111,Butomus umbellatus,1,754065,Butomus umbellatus,1,species,,,NA,L.,Butomaceae,Butomus,Butomus,1,umbellatus,umbellatus,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:301538,,Y,Accepted,Butomus umbellatus,Butomus umbellatus,L.,754065,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:301538,,Butomaceae,1,1,wcvp,0
112,Byrsonima coccolobifolia,1,569748,Byrsonima coccolobifolia,1,species,,,NA,Kunth,Malpighiaceae,Byrsonima,Byrsonima,1,coccolobifolia,coccolobifolia,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2688145,,Y,Accepted,Byrsonima coccolobifolia,Byrsonima coccolobifolia,Kunth,569748,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2688145,,Malpighiaceae,1,1,wcvp,0
113,Byrsonima crassifolia,1,1676647,Byrsonima crassifolia,1,species,,,NA,(L.) Kunth,Malpighiaceae,Byrsonima,Byrsonima,1,crassifolia,crassifolia,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2688172,,Y,Accepted,Byrsonima crassifolia,Byrsonima crassifolia,(L.) Kunth,1676647,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2688172,,Malpighiaceae,1,1,wcvp,0
114,Byrsonima verbascifolia,1,1802879,Byrsonima verbascifolia,1,species,,,NA,(L.) DC.,Malpighiaceae,Byrsonima,Byrsonima,1,verbascifolia,verbascifolia,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2688434,,Y,Accepted,Byrsonima verbascifolia,Byrsonima verbascifolia,(L.) DC.,1802879,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2688434,,Malpighiaceae,1,1,wcvp,0
115,Caesalpinia calycina,1,171807,Caesalpinia calycina,1,species,,,NA,Benth.,Fabaceae,Caesalpinia,Caesalpinia,1,calycina,calycina,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2689792,,Y,Synonym,Erythrostemon calycinus,Erythrostemon calycinus,(Benth.) L.P.Queiroz,735572,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2896143,,Fabaceae,1,1,wcvp,0
