og_species,sym_all,sources
Scadoxus pole-evansii,actinomorphic,2023TRY_350
Scadoxus puniceus,actinomorphic,2023TRY_350
Scaevola aemula,zygomorphic,jolyandschoen2021
Scaevola albida,zygomorphic,stephens2021
Scaevola amblyanthera,zygomorphic,stephens2021
Scaevola anchusifolia,zygomorphic,stephens2021
Scaevola browniana,zygomorphic,stephens2021
Scaevola crassifolia,zygomorphic,stephens2021
Scaevola depauperata,zygomorphic,stephens2021
Scaevola frutescens,actinomorphic,yoderetal2020
Scaevola humilis,zygomorphic,stephens2021
Scaevola parvibarbata,zygomorphic,stephens2021
Scaevola parviflora,zygomorphic,stephens2021
Scaevola parvifolia,zygomorphic,stephens2021
Scaevola plumieri,zygomorphic,jolyandschoen2021 2023TRY_350
Scaevola ramosissima,zygomorphic,stephens2021
Scaevola restiacea,zygomorphic,stephens2021
Scaevola sericea,actinomorphic,yoderetal2020
Scaevola sp. Cockburn Range (G.W.Carr 3369 & A.C.Beauglehole 47147),zygomorphic,stephens2021
Scaevola spinescens,zygomorphic,stephens2021
Scaevola taccada,zygomorphic,jolyandschoen2021
Scalesia affinis,actinomorphic,yoderetal2020
Scalesia beurii,actinomorphic,yoderetal2020
Scalesia helleri,actinomorphic,yoderetal2020
Scalesia pedunculata,actinomorphic,yoderetal2020
Scalesia sp1 M_PL_026,actinomorphic,yoderetal2020
Scaligeria cretica,actinomorphic,yoderetal2020
Scandia geniculata,actinomorphic,jolyandschoen2021
Scandia rosifolia,actinomorphic,jolyandschoen2021
Scandix australis,actinomorphic,yoderetal2020
Scandix pecten-veneris,actinomorphic,yoderetal2020
Scaphopetalum blackii,actinomorphic,2023TRY_350
Scaphopetalum thonneri,actinomorphic,2023TRY_350
Scaveola plumieri,zygomorphic,yoderetal2020
Schefflera abyssinica,actinomorphic,2023TRY_350
Schefflera arboricola,actinomorphic,jolyandschoen2021
Schefflera candelabrum,actinomorphic,jolyandschoen2021
Schefflera crassipes,actinomorphic,jolyandschoen2021
Schefflera digitata,actinomorphic,jolyandschoen2021
Schefflera elegantissima,actinomorphic,jolyandschoen2021
Schefflera elongata,actinomorphic,jolyandschoen2021
Schefflera emiliana,actinomorphic,jolyandschoen2021
Schefflera gabriellae,actinomorphic,jolyandschoen2021
Schefflera heptaphylla,actinomorphic,jolyandschoen2021
Schefflera inophylla,actinomorphic,jolyandschoen2021
Schefflera leptophylla,actinomorphic,jolyandschoen2021
Schefflera moratiana,actinomorphic,jolyandschoen2021
Schefflera octophylla,actinomorphic,yoderetal2020
Schefflera pachyphylla,actinomorphic,jolyandschoen2021
Schefflera pancheri,actinomorphic,jolyandschoen2021
Schefflera pentastyla,actinomorphic,jolyandschoen2021
Schefflera piperoidea,actinomorphic,jolyandschoen2021
Schefflera plerandroides,actinomorphic,jolyandschoen2021
Schefflera polydactylis,actinomorphic,jolyandschoen2021
Schefflera pseudocandelabrum,actinomorphic,jolyandschoen2021
Schefflera reginae,actinomorphic,jolyandschoen2021
Schefflera taomensis,actinomorphic,jolyandschoen2021
Schefflera toto,actinomorphic,jolyandschoen2021
Schefflera veillonorum,actinomorphic,jolyandschoen2021
Schefflera veitchii,actinomorphic,jolyandschoen2021
Schelhammera multiflora,actinomorphic,stephens2021
Scheuchzeria palustris,actinomorphic,jolyandschoen2021
Schima wallichii,actinomorphic,jolyandschoen2021 yoderetal2020
Schinus molle,actinomorphic,jolyandschoen2021 stephens2021 2023TRY_350
Schinus patagonicus,actinomorphic,yoderetal2020
Schisandra chinensis,actinomorphic,jolyandschoen2021
Schistostephium artemisiifolium,actinomorphic,2023TRY_350
Schizachyrium nodulosum,zygomorphic,2023TRY_350
Schizachyrium platyphyllum,zygomorphic,2023TRY_350
Schizachyrium sanguineum,zygomorphic,2023TRY_350
Schizanthus grahamii,actinomorphic,yoderetal2020
Schizanthus pinnatus,zygomorphic,jolyandschoen2021
Schizocarphus nervosus,actinomorphic,2023TRY_350
Schizochilus flexuosus,zygomorphic,2023TRY_350
Schizochilus sulphureus,zygomorphic,2023TRY_350
Schizochilus zeyheri,zygomorphic,2023TRY_350
Schizoglossum amatolicum,actinomorphic,2023TRY_350
Schizoglossum cordifolium,actinomorphic,2023TRY_350
Schizoglossum hamatum,actinomorphic,2023TRY_350
Schizolobium parahyba,actinomorphic,2023TRY_350
Schizophragma hydrangeoides,actinomorphic,yoderetal2020
Schlechtendalia luzulaefolia,actinomorphic,jolyandschoen2021
Schlechterella abyssinica,actinomorphic,2023TRY_350
Schlumbergera russelianum,actinomorphic,jolyandschoen2021
Schlumbergera truncata,zygomorphic,jolyandschoen2021
Schoenia ayersii,actinomorphic,stephens2021
Schoenia cassiniana,actinomorphic,stephens2021
Schoenoplectiella senegalensis,zygomorphic,2023TRY_350
Schoenoplectus corymbosus,zygomorphic,2023TRY_350
Schoepfia chinensis,actinomorphic,jolyandschoen2021
Schoepfia schreberi,zygomorphic,jolyandschoen2021
Scholtzia involucrata,actinomorphic,stephens2021
Schotia afra,actinomorphic zygomorphic,2023TRY_350
Schotia brachypetala,actinomorphic,jolyandschoen2021
Schouwia purpurea,actinomorphic,2023TRY_350
Schrebera alata,actinomorphic,2023TRY_350
Schrebera arborea,actinomorphic,2023TRY_350
Schrebera trichoclada,zygomorphic,2023TRY_350
Schumanniophyton magnificum,actinomorphic,2023TRY_350
Schwenckia americana,actinomorphic,2023TRY_350
Sciaphila ledermannii,actinomorphic,2023TRY_350
Scilla autumnalis,actinomorphic,yoderetal2020
Scleranthus biflorus,actinomorphic,stephens2021
Scleranthus brockiei,actinomorphic,stephens2021
Scleranthus fasciculatus,actinomorphic,stephens2021
Scleranthus pungens,actinomorphic,stephens2021
Scleranthus singuliflorus,actinomorphic,stephens2021
Scleria bulbifera,zygomorphic,2023TRY_350
Scleria distans,actinomorphic,2023TRY_350
Scleria distans var. distans,actinomorphic,2023TRY_350
Sclerocarya birrea,actinomorphic,2023TRY_350
Scolymus hispanicus,actinomorphic,yoderetal2020
Scoparia dulcis,actinomorphic zygomorphic,jolyandschoen2021 2023TRY_350
Scopolia carniolica,actinomorphic,jolyandschoen2021
Scorzonea humilis,actinomorphic,yoderetal2020
Scorzonera cana,actinomorphic,yoderetal2020
Scorzonera humilis,actinomorphic,jolyandschoen2021
Scorzonera lanata,actinomorphic,yoderetal2020
Scorzoneroides autumnalis,actinomorphic,jolyandschoen2021
Scottellia klaineana,actinomorphic,2023TRY_350
Scrophularia alpestris,zygomorphic,jolyandschoen2021
Scrophularia arguta,zygomorphic,jolyandschoen2021
Scrophularia auriculata,zygomorphic,jolyandschoen2021
Scrophularia balbisii,zygomorphic,jolyandschoen2021
Scrophularia californica,zygomorphic,jolyandschoen2021
Scrophularia canina,zygomorphic,jolyandschoen2021
Scrophularia fontqueri,zygomorphic,jolyandschoen2021
Scrophularia frutescens,zygomorphic,jolyandschoen2021
Scrophularia glabrata,zygomorphic,yoderetal2020
Scrophularia grandiflora,zygomorphic,jolyandschoen2021
Scrophularia herminii,zygomorphic,jolyandschoen2021
Scrophularia laevigata,zygomorphic,jolyandschoen2021
Scrophularia lateriflora,zygomorphic,jolyandschoen2021
Scrophularia marilandica,zygomorphic,jolyandschoen2021 yoderetal2020
Scrophularia nodosa,zygomorphic,jolyandschoen2021
Scrophularia oxyrhyncha,zygomorphic,jolyandschoen2021
Scrophularia peregrina,zygomorphic,jolyandschoen2021
Scrophularia pyrenaica,zygomorphic,jolyandschoen2021
Scrophularia sambucifolia,zygomorphic,jolyandschoen2021
Scrophularia scorodonia,zygomorphic,jolyandschoen2021
Scrophularia sublyrata,zygomorphic,jolyandschoen2021
Scrophularia tanacetifolia,zygomorphic,jolyandschoen2021
Scrophularia valdesii,zygomorphic,jolyandschoen2021
Scrophularia vernalis,zygomorphic,jolyandschoen2021
Scrophularia viciosoi,zygomorphic,jolyandschoen2021
Scurrula parasitica,zygomorphic,jolyandschoen2021
Scutellaria canescans,zygomorphic,yoderetal2020
Scutellaria hastifolia,zygomorphic,jolyandschoen2021
Scutellaria indica,zygomorphic,jolyandschoen2021
Scutellaria lateriflora,zygomorphic,yoderetal2020
Scutellaria parvula,zygomorphic,yoderetal2020
Scutellaria resinosa,zygomorphic,yoderetal2020
Scutellaria versicolor,zygomorphic,yoderetal2020
Scutia myrtina,actinomorphic,2023TRY_350
Scypanthus elegans,actinomorphic,yoderetal2020
Scyphostegia borneensis,actinomorphic,jolyandschoen2021
Searsia anchietae,actinomorphic,2023TRY_350
Searsia chirindensis,actinomorphic,2023TRY_350
Searsia discolor,actinomorphic,2023TRY_350
Searsia glauca,actinomorphic,2023TRY_319
Searsia kirkii,actinomorphic,2023TRY_350
Searsia laevigata,actinomorphic,2023TRY_350
Searsia longipes,actinomorphic,2023TRY_350
Searsia lucida,actinomorphic,2023TRY_350
Searsia natalensis,actinomorphic,2023TRY_350
Searsia pentaphylla,actinomorphic,2023TRY_350
Searsia pyroides,zygomorphic,2023TRY_350
Searsia rehmanniana,actinomorphic,2023TRY_350
Searsia sp,actinomorphic,2023TRY_319
Searsia zeyheri,actinomorphic,2023TRY_350
Sebaea brachyphylla,actinomorphic,2023TRY_350
Sebaea exacoides,actinomorphic,2023TRY_319
Sebaea oligantha,actinomorphic,jolyandschoen2021
Sebaea sedoides,actinomorphic,2023TRY_350
Sebatia angularis,actinomorphic,yoderetal2020
Secamone afzelii,actinomorphic,2023TRY_350
Secamone alpini,actinomorphic,2023TRY_350
Secamone brevipes,actinomorphic,2023TRY_350
Secamone letouzeana,actinomorphic,2023TRY_350
Secamone parvifolia,actinomorphic,2023TRY_350
Sechium edule,actinomorphic,2023TRY_350
Securidaca longipedunculata,zygomorphic,2023TRY_350
Securidaca scandens,zygomorphic,jolyandschoen2021
Securidaca welwitschii,zygomorphic,2023TRY_350
Securinega suffruticosa,actinomorphic,yoderetal2020
Sedum aizoon,actinomorphic,yoderetal2020
Sedum formosanum,actinomorphic,yoderetal2020
Sedum meyeri-johannis,zygomorphic,2023TRY_350
Sedum mooneyi,actinomorphic,2023TRY_350
Sedum rubrotinctum,actinomorphic,jolyandschoen2021
Sedum sediforme,actinomorphic,yoderetal2020
Sedum stenopetalum,actinomorphic,yoderetal2020
Seemannia gymnostoma,zygomorphic,jolyandschoen2021
Seemannia nematanthodes,zygomorphic,jolyandschoen2021
Seemannia purpurascens,zygomorphic,jolyandschoen2021
Seemannia sylvatica,zygomorphic,jolyandschoen2021
Sehima nervosum,zygomorphic,2023TRY_350
Selago canescens,zygomorphic,2023TRY_350
Selago galpinii,zygomorphic,2023TRY_350
Selenicereus megalanthus,actinomorphic,jolyandschoen2021
Selinum carvifolia,actinomorphic,jolyandschoen2021
Selliera radicans,zygomorphic,jolyandschoen2021
Senecio abrotanifolius,actinomorphic,jolyandschoen2021
Senecio amygdalifolius,actinomorphic,jolyandschoen2021
Senecio anethifolius,actinomorphic,jolyandschoen2021 stephens2021
Senecio arechavaletae,actinomorphic,yoderetal2020
Senecio aureus,actinomorphic,yoderetal2020
Senecio barbatus,actinomorphic,2023TRY_350
Senecio bellidioides,actinomorphic,yoderetal2020
Senecio bidwilli,actinomorphic,yoderetal2020
Senecio bipinnatisectus,actinomorphic,jolyandschoen2021
Senecio biserratus,actinomorphic,jolyandschoen2021
Senecio brachypodus,actinomorphic,2023TRY_350
Senecio bravensis,actinomorphic,yoderetal2020
Senecio bupleuroides,actinomorphic,2023TRY_350
Senecio bustillosianus,actinomorphic,yoderetal2020
Senecio cannabifolius,actinomorphic,yoderetal2020
Senecio cinerascens,actinomorphic,2023TRY_350
Senecio conrathii,actinomorphic,2023TRY_350
Senecio coronatus,actinomorphic,2023TRY_350
Senecio cunninghamii,actinomorphic,jolyandschoen2021 stephens2021
Senecio cyaneus,actinomorphic zygomorphic,2023TRY_350
Senecio decurrens,actinomorphic,2023TRY_350
Senecio deltoideus,actinomorphic,2023TRY_350
Senecio diaschides,actinomorphic,jolyandschoen2021
Senecio dolichocephalus,actinomorphic,stephens2021
Senecio doronicum,actinomorphic,jolyandschoen2021
Senecio elegans,actinomorphic,2023TRY_350
Senecio engleranus,actinomorphic,2023TRY_350
Senecio erubescens,actinomorphic,2023TRY_350
Senecio erucaeformis,actinomorphic,yoderetal2020
Senecio erucifolius,actinomorphic,jolyandschoen2021
Senecio extensus,actinomorphic,stephens2021
Senecio filaginoides,actinomorphic,yoderetal2020
Senecio francisci,actinomorphic,yoderetal2020
Senecio georgianus,actinomorphic,jolyandschoen2021
Senecio glaucus subsp. coronopifolius,actinomorphic,2023TRY_350
Senecio glomeratus,actinomorphic,jolyandschoen2021
Senecio glossanthus,actinomorphic zygomorphic,jolyandschoen2021 stephens2021
Senecio gregorii,actinomorphic zygomorphic,jolyandschoen2021 stephens2021
Senecio grisebachii,actinomorphic,yoderetal2020
Senecio gunnii,actinomorphic,jolyandschoen2021 yoderetal2020
Senecio hispidulus,actinomorphic,jolyandschoen2021
Senecio hochstetteri,actinomorphic,2023TRY_350
Senecio hypoleucus,actinomorphic,jolyandschoen2021
Senecio integerrimus,actinomorphic,jolyandschoen2021
Senecio isatideus,actinomorphic,2023TRY_350
Senecio jacobea,actinomorphic,yoderetal2020
Senecio johnstonei,actinomorphic,2023TRY_350
Senecio lacustrinus,actinomorphic zygomorphic,stephens2021
Senecio lanibracteus,actinomorphic,stephens2021
Senecio latifolius,actinomorphic,2023TRY_350
Senecio lautus,actinomorphic,jolyandschoen2021 yoderetal2020
Senecio linearifolius,actinomorphic,jolyandschoen2021
Senecio lithostaurus,actinomorphic,yoderetal2020
Senecio looseri,actinomorphic,yoderetal2020
Senecio macranthus,actinomorphic,jolyandschoen2021
Senecio macrocephalus,actinomorphic,2023TRY_350
Senecio macrospermus,actinomorphic,2023TRY_350
Senecio madagascariensis,actinomorphic,yoderetal2020
Senecio magnificus,actinomorphic zygomorphic,jolyandschoen2021 stephens2021
Senecio maranguensis,actinomorphic,2023TRY_350
Senecio meyeri-johannis,actinomorphic zygomorphic,2023TRY_350
Senecio myriocephalus,actinomorphic,2023TRY_350
Senecio nanus,actinomorphic,2023TRY_350
Senecio napifolius,actinomorphic,2023TRY_350
Senecio nemorensis,actinomorphic,yoderetal2020
Senecio nikoensis,actinomorphic,yoderetal2020
Senecio odoratus,actinomorphic,jolyandschoen2021 stephens2021
Senecio othonniflorus,actinomorphic,2023TRY_350
Senecio oxyriifolius,actinomorphic,2023TRY_350
Senecio pectinatus,actinomorphic,jolyandschoen2021 yoderetal2020
Senecio phelleus,actinomorphic,stephens2021
Senecio picridioides,actinomorphic,stephens2021
Senecio pierotii,actinomorphic,yoderetal2020
Senecio pinnatifolius,actinomorphic zygomorphic,stephens2021
Senecio polyodon,actinomorphic,2023TRY_350
Senecio pterophorus,actinomorphic zygomorphic,jolyandschoen2021 stephens2021
Senecio purpureus,actinomorphic,2023TRY_350
Senecio purtschelleri,actinomorphic,2023TRY_350
Senecio quadridentatus,actinomorphic,jolyandschoen2021 stephens2021
Senecio runcinifolius,actinomorphic,jolyandschoen2021 stephens2021
Senecio schweinfurthii,actinomorphic,2023TRY_350
Senecio scorzoneroides,actinomorphic,yoderetal2020
Senecio selloi,actinomorphic,yoderetal2020
Senecio sp1 M_PL_002,actinomorphic,yoderetal2020
Senecio spanomerus,actinomorphic zygomorphic,stephens2021
Senecio spathulatus,actinomorphic,jolyandschoen2021
Senecio speciosus,actinomorphic,2023TRY_350
Senecio squarrosus,actinomorphic,jolyandschoen2021
Senecio steetzii,actinomorphic,yoderetal2020
Senecio steudelii,actinomorphic,2023TRY_350
Senecio subsessilis,actinomorphic zygomorphic,2023TRY_350
Senecio subulatus,actinomorphic,yoderetal2020
Senecio sylvaticus,actinomorphic,jolyandschoen2021
Senecio tamoides,actinomorphic,2023TRY_350
Senecio telekii,actinomorphic,2023TRY_350
Senecio tricephalus,actinomorphic,yoderetal2020
Senecio urundensis,actinomorphic,2023TRY_350
Senecio vagus,actinomorphic,jolyandschoen2021
Senecio velleioides,actinomorphic,jolyandschoen2021
Senecio viscosus,actinomorphic,jolyandschoen2021
Senecio vulgaris,actinomorphic,jolyandschoen2021 yoderetal2020
Senegalia ataxacantha,actinomorphic,2023TRY_350
Senegalia caffra,actinomorphic,2023TRY_350
Senegalia dudgeonii,actinomorphic,2023TRY_350
Senegalia erubescens,actinomorphic,2023TRY_350
Senegalia erythrocalyx,actinomorphic,2023TRY_350
Senegalia galpinii,actinomorphic,2023TRY_350
Senegalia goetzei,actinomorphic,2023TRY_350
Senegalia gourmaensis,actinomorphic,2023TRY_350
Senegalia hereroensis,actinomorphic,2023TRY_350
Senegalia laeta,actinomorphic,2023TRY_350
Senegalia macrostachya,actinomorphic,2023TRY_350
Senegalia montis-usti,actinomorphic,2023TRY_350
Senegalia nigrescens,actinomorphic,2023TRY_350
Senegalia polyacantha,actinomorphic,2023TRY_350
Senegalia schweinfurthii,actinomorphic,2023TRY_350
Senegalia senegal,actinomorphic,2023TRY_350
Senegalia welwitschii,actinomorphic,2023TRY_350
Senna alata,zygomorphic,2023TRY_350
Senna aphylla,zygomorphic,jolyandschoen2021
Senna artemisioides,zygomorphic,stephens2021
Senna bicapsularis,zygomorphic,2023TRY_350
Senna cardiosperma,zygomorphic,stephens2021
Senna charlesiana,zygomorphic,stephens2021
Senna coronilloides,zygomorphic,stephens2021
Senna costata,zygomorphic,stephens2021
Senna didymobotrya,actinomorphic zygomorphic,jolyandschoen2021 2023TRY_350
Senna glutinosa,zygomorphic,stephens2021
Senna hamersleyensis,zygomorphic,stephens2021
Senna hirsuta,zygomorphic,2023TRY_350
Senna italica,actinomorphic zygomorphic,2023TRY_350
Senna notabilis,zygomorphic,stephens2021
Senna obtusifolia,zygomorphic,2023TRY_350
Senna occidentalis,actinomorphic zygomorphic,2023TRY_350
Senna petersiana,zygomorphic,2023TRY_350
Senna phyllodinea,zygomorphic,stephens2021
Senna pleurocarpa,zygomorphic,stephens2021
Senna podocarpa,zygomorphic,2023TRY_350
Senna septemtrionalis,zygomorphic,2023TRY_350
Senna siamea,actinomorphic zygomorphic,2023TRY_350
Senna singueana,zygomorphic,2023TRY_350
Senna sp,actinomorphic zygomorphic,2023TRY_350
Senna sp. Austin (A.Strid 20210),zygomorphic,stephens2021
Senna sp. Meekatharra (E.Bailey 1-26),zygomorphic,stephens2021
Senna sp. Pine Creek (P.Martensz 480),zygomorphic,stephens2021
Senna spectabilis,zygomorphic,yoderetal2020 2023TRY_350
Senna stowardii,zygomorphic,stephens2021
Serapias vomeracea,zygomorphic,jolyandschoen2021
Sericanthe chevalieri,actinomorphic,2023TRY_350
Seringia cacaobrunnea,actinomorphic,stephens2021
Seringia elliptica,actinomorphic,stephens2021
Seringia nephrosperma,actinomorphic,stephens2021
Seriphium alopecuroides,actinomorphic,2023TRY_319
Seriphium kilimandscharicum,actinomorphic,2023TRY_350
Seriphium plumosum,actinomorphic,2023TRY_319
Serissa japonica,actinomorphic,yoderetal2020
Serratula coronata insularis,actinomorphic,yoderetal2020
Serratula tinctoria,actinomorphic,jolyandschoen2021
Serruria acrocarpa,zygomorphic,2023TRY_350
Serruria adscendens,zygomorphic,2023TRY_350
Serruria aemula,zygomorphic,2023TRY_350
Serruria aitonii,zygomorphic,jolyandschoen2021
Serruria brownii,zygomorphic,2023TRY_350
Serruria elongata,zygomorphic,2023TRY_350
Serruria fasciflora,zygomorphic,2023TRY_350
Serruria rebeloi,zygomorphic,2023TRY_350
Serruria villosa,actinomorphic,jolyandschoen2021
Sersalisia sericea,actinomorphic,stephens2021
Sersalisia unmackiana,actinomorphic,stephens2021
Sesamothamnus benguellensis,actinomorphic,2023TRY_350
Sesamothamnus guerichii,actinomorphic,2023TRY_350
Sesamum alatum,zygomorphic,2023TRY_350
Sesamum angolense,zygomorphic,2023TRY_350
Sesamum capense,zygomorphic,2023TRY_350
Sesamum indicum,zygomorphic,jolyandschoen2021 2023TRY_350
Sesamum marlothii,actinomorphic zygomorphic,2023TRY_350
Sesamum triphyllum,zygomorphic,2023TRY_350
Sesbania cannabina,zygomorphic,stephens2021
Sesbania dalzielii,zygomorphic,2023TRY_350
Sesbania goetzei,zygomorphic,jolyandschoen2021
Sesbania leptocarpa,zygomorphic,2023TRY_350
Sesbania pachycarpa,zygomorphic,2023TRY_350
Sesbania pachycarpa subsp. dinterana,zygomorphic,2023TRY_350
Sesbania punicea,zygomorphic,jolyandschoen2021
Sesbania sesban,zygomorphic,jolyandschoen2021 2023TRY_350
Seseli annuum,actinomorphic,jolyandschoen2021
Seseli farrenyi,actinomorphic,jolyandschoen2021
Seseli hippomarathrum,actinomorphic,jolyandschoen2021
Seseli libanotis,actinomorphic,jolyandschoen2021
Sesuvium crithmoides,actinomorphic,2023TRY_350
Sesuvium portulacastrum,actinomorphic,yoderetal2020 stephens2021 2023TRY_350
Sesuvium sesuvioides,actinomorphic,2023TRY_350
Setaria homonyma,zygomorphic,2023TRY_350
Setaria sphacelata,zygomorphic,2023TRY_350
Setchellanthus caeruleus,actinomorphic,jolyandschoen2021
Seymeria macrophylla,zygomorphic,yoderetal2020
